,State_FIPS10,County_FIPS10,ZCTA5,Total_Pop,Hispanic_Total,Non_Hispanic_Total,NH_White_alone,NH_Black_alone,NH_AIAN_alone,NH_API_alone,NH_Other_alone,NH_Mult_Total,NH_White_Other,NH_Black_Other,NH_AIAN_Other,NH_Asian_HPI,NH_API_Other,NH_Asian_HPI_Other
8674,,,27968,245,2,243,235,2,2,2,0,2,0,0,0,0,0,0
8675,,,27970,2722,82,2640,1377,1233,2,2,4,22,0,0,0,0,0,0
8676,,,27972,206,5,201,197,3,0,1,0,0,0,0,0,0,0,0
8677,,,27973,995,43,952,882,53,4,3,0,10,0,0,0,0,0,0
8678,,,27974,1012,15,997,861,82,6,45,0,3,0,0,0,0,0,0
8679,,,27976,2531,54,2477,1992,417,11,27,0,30,0,0,0,0,0,0
8680,,,27978,178,0,178,175,0,0,0,0,3,0,0,0,0,0,0
8681,,,27979,1351,16,1335,803,518,3,3,0,8,1,0,0,0,0,0
8682,,,27980,1673,70,1603,1147,431,6,6,0,13,0,0,0,0,0,0
8683,,,27981,1274,43,1231,1212,3,4,2,1,9,0,0,0,0,0,0
8684,,,27982,67,4,63,61,0,0,0,0,2,0,0,0,0,0,0
8685,,,27983,8349,102,8247,2933,5130,47,65,1,71,0,4,0,0,0,0
8686,,,27985,227,6,221,77,138,0,5,0,1,1,0,0,0,0,0
8687,,,27986,2196,223,1973,661,1265,31,6,1,9,0,0,0,0,0,0
8688,,,28001,20616,489,20127,16921,2547,58,471,8,122,0,0,0,0,2,0
8689,,,28006,895,5,890,860,9,6,1,1,13,0,0,0,0,0,0
8690,,,28007,474,10,464,113,343,0,5,1,2,0,0,0,0,0,0
8691,,,28009,862,2,860,574,278,2,3,1,2,0,0,0,0,0,0
8692,,,28012,15562,553,15009,13425,962,49,455,6,112,2,0,0,1,2,0
8693,,,28016,10126,271,9855,8729,930,52,46,5,93,3,0,0,1,0,0
8694,,,28017,694,14,680,570,95,2,1,2,10,1,1,0,0,0,0
8695,,,28018,4336,62,4274,4100,131,7,10,0,26,2,1,0,0,2,0
8696,,,28019,92,12,80,44,36,0,0,0,0,0,0,0,0,0,0
8697,,,28020,1830,14,1816,1802,4,5,1,0,4,0,0,0,0,0,0
8698,,,28021,10587,269,10318,9433,724,27,67,6,61,0,2,0,0,6,0
8699,,,28023,10929,541,10388,9673,514,37,96,10,58,1,0,0,0,0,0
8700,,,28025,36149,3510,32639,26977,4971,123,269,30,269,0,3,1,2,8,0
8701,,,28027,39878,3362,36516,29793,5104,110,1121,48,340,5,0,2,5,17,0
8702,,,28031,18760,877,17883,16246,1035,53,395,11,143,3,0,0,1,8,0
8703,,,28032,2424,47,2377,2228,97,13,24,0,15,2,0,0,1,0,0
8704,,,28033,2061,118,1943,1887,43,3,1,0,9,0,0,1,0,0,0
8705,,,28034,12657,361,12296,11043,1046,47,64,5,91,3,2,0,0,0,0
8706,,,28036,11105,399,10706,9568,734,27,261,11,105,3,3,0,0,1,0
8707,,,28037,13960,341,13619,12972,421,46,101,10,69,3,0,0,0,0,0
8708,,,28039,83,0,83,7,66,0,0,0,10,0,0,0,0,0,0
8709,,,28040,6032,53,5979,5659,246,9,13,3,49,1,0,0,1,0,0
8710,,,28043,16022,778,15244,12711,2282,41,77,8,125,3,5,0,1,0,0
8711,,,28052,26009,1978,24031,15637,7895,87,129,22,261,5,5,1,2,2,0
8712,,,28054,27796,2432,25364,18850,5718,105,370,25,296,10,2,0,1,6,1
8713,,,28056,23791,974,22817,20071,2098,71,385,17,175,6,0,0,0,7,1
8714,,,28071,2132,24,2108,2069,12,11,4,0,12,0,0,0,0,0,0
8715,,,28072,1009,29,980,853,112,4,3,0,8,0,0,0,0,0,0
8716,,,28073,4163,92,4071,3393,597,16,25,0,40,7,0,0,0,0,0
8717,,,28075,11293,348,10945,8784,1609,37,401,25,89,3,0,1,3,3,0
8718,,,28076,540,54,486,415,67,1,0,0,3,1,0,0,0,0,0
8719,,,28077,359,14,345,312,20,6,2,0,5,0,0,0,0,0,0
8720,,,28078,37083,2365,34718,29662,3533,81,1008,51,383,11,5,0,2,10,0
8721,,,28079,22145,1531,20614,17961,1920,91,411,37,194,6,5,3,1,10,0
8722,,,28080,5534,144,5390,4904,380,23,28,5,50,0,0,0,0,2,0
8723,,,28081,18548,1656,16892,14247,2286,45,184,5,125,2,0,0,2,3,0
8724,,,28083,17790,1452,16338,12239,3711,39,185,7,157,4,8,0,1,0,0
8725,,,28086,19807,325,19482,15991,2994,35,293,10,159,10,3,0,0,7,0
8726,,,28088,2209,137,2072,1945,85,13,20,1,8,0,0,0,0,0,0
8727,,,28089,214,6,208,199,1,0,3,2,3,0,0,0,0,0,0
8728,,,28090,6443,127,6316,5485,779,11,11,1,29,3,0,1,1,0,0
8729,,,28091,1656,10,1646,976,638,9,7,0,16,1,1,0,0,0,0
8730,,,28092,29618,2406,27212,24777,2023,59,156,18,179,7,2,0,0,0,0
8731,,,28097,4101,116,3985,3887,57,5,15,0,21,0,0,0,0,0,0
8732,,,28098,2720,130,2590,2324,208,13,27,5,13,1,0,0,0,0,0
8733,,,28101,550,23,527,493,13,9,6,3,3,1,0,0,0,0,0
8734,,,28102,56,2,54,42,11,1,0,0,0,0,0,0,0,0,0
8735,,,28103,7688,356,7332,5939,1313,17,25,4,34,2,0,0,1,0,0
8736,,,28104,19674,805,18869,17029,1085,69,496,24,166,4,1,0,1,3,0
8737,,,28105,29435,1979,27456,22228,3473,94,1255,99,307,14,2,1,7,16,0
8738,,,28107,4950,120,4830,4514,216,23,37,1,39,0,0,0,0,0,0
8739,,,28108,46,2,44,27,17,0,0,0,0,0,0,0,0,0,0
8740,,,28109,356,8,348,307,23,2,6,0,10,0,0,0,0,0,0
8741,,,28110,35447,5317,30130,24817,4537,115,386,32,243,13,5,0,2,4,0
8742,,,28112,19359,2578,16781,13329,3147,74,80,7,144,6,7,0,1,1,0
8743,,,28114,5764,111,5653,5254,339,17,13,0,30,0,0,0,1,0,0
8744,,,28115,25318,1179,24139,20973,2505,95,302,15,249,5,1,0,0,2,0
8745,,,28117,25673,968,24705,22787,751,60,885,30,192,3,1,1,1,20,0
8746,,,28119,2069,73,1996,587,1376,7,3,1,22,0,0,0,0,0,0
8747,,,28120,15055,411,14644,12711,1505,51,248,12,117,1,0,0,2,8,0
8748,,,28124,5078,44,5034,4737,252,12,12,2,19,2,0,0,1,0,0
8749,,,28125,1946,32,1914,1857,43,2,3,1,8,0,0,0,0,0,0
8750,,,28127,6163,169,5994,4966,911,33,61,2,21,2,0,0,0,0,0
8751,,,28128,5795,125,5670,4794,768,16,63,3,26,1,1,0,2,2,0
8752,,,28129,4187,157,4030,3745,220,12,30,1,22,2,0,0,1,0,0
8753,,,28133,2214,70,2144,1812,288,7,18,3,16,1,0,0,0,0,0
8754,,,28134,7192,1009,6183,4417,1214,22,414,25,91,2,0,0,2,9,1
8755,,,28135,5167,300,4867,2365,2346,60,61,8,27,0,0,0,0,0,0
8756,,,28137,2475,33,2442,2290,77,13,43,1,18,0,1,0,0,0,0
8757,,,28138,7904,167,7737,7515,98,18,33,4,69,0,0,0,0,0,0
8758,,,28139,15777,293,15484,14113,1155,32,75,10,99,2,0,0,2,0,0
8759,,,28144,19209,945,18264,9738,7985,66,264,15,196,4,4,1,1,3,0
8760,,,28146,21250,723,20527,18601,1540,59,200,4,123,5,0,0,0,0,0
8761,,,28147,18573,2042,16531,13171,2932,52,226,7,143,3,1,2,3,1,0
8762,,,28150,21608,583,21025,14546,6174,54,109,9,133,4,2,0,1,2,0
8763,,,28152,18643,475,18168,14023,3850,33,114,7,141,1,2,0,1,2,0
8764,,,28159,2320,180,2140,1389,709,5,17,1,19,0,0,0,0,0,0
8765,,,28160,3080,76,3004,2116,839,6,21,2,20,0,0,0,0,0,0
8766,,,28163,3915,187,3728,3666,28,13,4,0,17,0,0,0,0,0,0
8767,,,28164,10783,152,10631,9674,791,47,44,4,71,7,4,0,1,2,0
8768,,,28166,6561,192,6369,5460,802,15,40,1,51,2,1,0,0,0,0
8769,,,28167,1914,27,1887,1682,166,15,15,1,8,0,0,0,0,0,0
8770,,,28168,7824,227,7597,7282,198,20,51,0,46,0,0,0,0,0,0
8771,,,28169,139,0,139,103,36,0,0,0,0,0,0,0,0,0,0
8772,,,28170,9395,94,9301,4265,4841,41,97,1,56,1,4,0,0,2,0
8773,,,28173,29294,1127,28167,24788,2183,58,818,38,282,9,0,1,1,14,1
8774,,,28174,6389,708,5681,3929,1629,18,47,30,28,0,1,0,1,0,0
8775,,,28202,10430,427,10003,6305,3111,23,415,21,128,1,3,0,1,5,0
8776,,,28203,9273,233,9040,6181,2512,35,221,12,79,1,3,0,0,5,0
8777,,,28204,4091,120,3971,2866,976,13,66,6,44,1,1,0,0,1,0
8778,,,28205,33931,5872,28059,15285,10516,136,1594,56,472,10,29,0,5,11,0
8779,,,28206,8830,841,7989,1156,6536,30,174,7,86,1,7,0,1,4,0
8780,,,28207,7171,124,7047,6656,243,7,90,3,48,1,0,0,0,3,0
8781,,,28208,24489,1675,22814,3999,17476,136,860,23,320,1,17,1,6,5,0
8782,,,28209,16529,1684,14845,12736,1521,48,366,21,153,9,3,0,2,0,0
8783,,,28210,33446,4288,29158,22936,4732,67,1041,58,324,7,7,0,9,14,0
8784,,,28211,21570,977,20593,17019,2539,53,757,38,187,12,4,0,0,12,0
8785,,,28212,27763,6881,20882,7558,11627,116,1062,97,422,13,25,2,5,17,0
8786,,,28213,27273,5288,21985,7418,12932,95,1111,46,383,14,9,0,2,14,0
8787,,,28214,24888,2346,22542,11885,9014,96,1195,31,321,4,12,1,4,10,0
8788,,,28215,38149,6020,32129,11786,18499,132,1133,65,514,8,10,2,4,12,0
8789,,,28216,34278,2233,32045,9266,21264,115,873,43,484,9,13,2,11,4,0
8790,,,28217,18022,4986,13036,3156,8342,79,1265,17,177,4,5,0,1,17,0
8791,,,28226,28738,1894,26844,23442,1806,58,1182,65,291,9,1,2,1,9,0
8792,,,28227,36438,4526,31912,21367,8828,189,949,109,470,16,10,1,3,18,0
8793,,,28244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8794,,,28262,30257,2267,27990,12508,10915,105,3792,77,593,6,14,0,9,61,0
8795,,,28269,50920,4086,46834,21953,20741,162,3188,79,711,10,17,1,9,53,0
8796,,,28270,22957,1223,21734,18176,2087,50,1066,80,275,11,4,0,8,13,0
8797,,,28273,23378,4362,19016,9536,7446,59,1625,52,298,3,7,2,7,7,0
8798,,,28277,43316,2332,40984,33183,3330,97,3838,76,460,4,9,0,6,42,0
8799,,,28278,14044,1668,12376,8220,3079,37,854,31,155,4,4,0,3,15,0
8800,,,28280,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0
8801,,,28282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8802,,,28301,13437,394,13043,2469,10094,114,102,17,247,3,6,0,0,1,0
8803,,,28303,23525,1970,21555,11232,8527,194,1004,35,563,5,6,1,9,18,0
8804,,,28304,27447,2290,25157,13697,9561,328,825,41,705,15,6,3,18,18,0
8805,,,28305,4929,167,4762,3384,1220,29,62,6,61,1,3,0,0,0,0
8806,,,28306,27978,2209,25769,15929,7789,827,589,39,596,16,4,4,13,6,0
8807,,,28307,10470,1723,8747,6265,1627,117,356,23,359,8,3,1,14,2,1
8808,,,28308,379,30,349,264,56,3,11,2,13,0,1,0,0,0,0
8809,,,28310,3459,485,2974,2358,392,34,83,11,96,2,0,0,1,0,0
8810,,,28311,25872,1713,24159,12243,10477,193,654,41,551,4,13,2,11,6,0
8811,,,28312,13904,484,13420,8414,4194,442,157,9,204,1,3,2,2,3,0
8812,,,28314,39632,4388,35244,15272,16813,287,1765,86,1021,18,20,4,26,7,0
8813,,,28315,8812,522,8290,5875,1954,204,132,15,110,1,0,0,0,1,0
8814,,,28318,3541,274,3267,2871,312,44,9,3,28,1,0,2,0,0,0
8815,,,28320,7028,190,6838,5425,1289,60,12,1,51,1,0,0,0,0,0
8816,,,28323,2295,125,2170,1316,762,39,24,1,28,1,1,0,0,0,0
8817,,,28325,391,83,308,230,70,2,2,0,4,0,0,0,0,0,0
8818,,,28326,11425,901,10524,7707,2350,73,152,15,227,5,2,0,0,1,0
8819,,,28327,11712,414,11298,9825,1190,79,92,1,111,0,1,0,1,3,0
8820,,,28328,20203,2774,17429,10417,6167,551,107,32,155,3,6,0,0,2,0
8821,,,28330,260,6,254,235,17,1,0,0,1,0,0,0,0,0,0
8822,,,28332,356,32,324,271,45,4,0,0,4,0,0,0,0,0,0
8823,,,28333,8566,1531,7035,3389,3476,20,72,12,66,1,1,0,0,1,0
8824,,,28334,18717,1229,17488,12808,4174,240,101,13,152,1,1,1,1,7,0
8825,,,28337,8218,652,7566,4154,3269,64,30,2,47,0,1,0,0,1,0
8826,,,28338,3454,341,3113,2199,832,43,13,1,25,0,0,0,0,0,0
8827,,,28339,5189,270,4919,3499,1299,39,26,2,54,5,0,0,0,0,0
8828,,,28340,8087,231,7856,2518,2997,2228,8,12,93,3,0,11,0,0,0
8829,,,28341,3148,747,2401,1436,921,18,8,1,17,0,0,0,0,0,0
8830,,,28342,180,20,160,142,15,1,0,1,1,0,0,0,0,0,0
8831,,,28343,1221,17,1204,617,426,147,6,0,8,2,0,0,0,0,0
8832,,,28344,2440,517,1923,1370,446,64,16,2,25,0,4,0,1,1,0
8833,,,28345,9361,339,9022,5445,3092,280,53,5,147,2,2,0,0,0,0
8834,,,28347,1628,161,1467,529,887,26,14,2,9,0,0,0,0,0,0
8835,,,28348,23265,1696,21569,14259,5861,605,369,36,439,10,5,1,8,6,0
8836,,,28349,2947,197,2750,1584,1125,17,9,1,14,0,0,0,0,0,0
8837,,,28350,216,15,201,164,26,5,4,0,2,0,0,0,0,0,0
8838,,,28351,3497,65,3432,2171,786,385,25,3,62,0,0,0,0,0,0
8839,,,28352,19274,340,18934,9274,7601,1669,137,13,240,4,3,3,0,2,0
8840,,,28356,3733,141,3592,2653,786,60,43,0,50,0,0,1,0,4,0
8841,,,28357,2322,190,2132,1099,578,404,14,5,32,0,0,1,0,0,0
8842,,,28358,28641,1568,27073,13415,8162,4643,477,26,350,3,7,12,3,5,0
8843,,,28360,10298,892,9406,2168,1075,5966,35,6,156,1,0,14,0,2,0
8844,,,28363,913,21,892,481,330,59,5,0,17,0,0,0,0,0,0
8845,,,28364,10427,133,10294,1059,2096,6998,22,8,111,2,0,17,0,1,0
8846,,,28365,12943,2130,10813,7863,2787,41,41,8,73,0,5,1,0,0,0
8847,,,28366,3696,713,2983,2245,688,26,8,2,14,0,0,0,0,0,0
8848,,,28367,68,5,63,47,14,1,0,0,1,0,0,0,0,0,0
8849,,,28369,1975,51,1924,1194,460,243,2,1,24,0,0,0,0,0,0
8850,,,28371,4609,230,4379,2675,1258,316,38,3,89,0,0,5,7,0,0
8851,,,28372,11381,237,11144,1655,1520,7574,178,17,200,1,0,4,1,2,0
8852,,,28373,1595,76,1519,1110,336,35,10,8,20,0,0,0,0,0,0
8853,,,28374,13459,206,13253,12495,482,49,155,8,64,3,0,0,3,1,0
8854,,,28375,84,0,84,65,17,2,0,0,0,0,0,0,0,0,0
8855,,,28376,26419,2878,23541,11954,9629,990,381,48,539,4,10,3,9,6,0
8856,,,28377,8864,1217,7647,1680,2561,3262,33,7,104,0,1,4,0,0,0
8857,,,28379,19972,778,19194,13144,5197,388,260,14,191,6,7,0,3,3,0
8858,,,28382,5346,336,5010,3574,1290,77,23,4,42,3,0,0,0,0,0
8859,,,28383,5967,94,5873,784,1599,3418,9,5,58,0,0,2,0,0,0
8860,,,28384,8833,1394,7439,3998,2333,974,39,13,82,3,2,0,0,0,0
8861,,,28385,2272,182,2090,1447,585,38,1,0,19,0,0,0,0,0,0
8862,,,28386,4322,937,3385,502,634,2191,12,1,45,1,0,3,1,0,0
8863,,,28387,11252,354,10898,8443,2211,51,105,4,84,1,2,0,0,3,0
8864,,,28390,14457,1462,12995,7278,4687,161,479,23,367,4,6,0,7,3,0
8865,,,28391,4033,94,3939,3324,444,96,26,2,47,0,0,0,1,0,0
8866,,,28392,1236,40,1196,713,456,16,2,0,9,0,0,0,0,1,0
8867,,,28393,1489,205,1284,728,536,4,8,0,8,0,0,0,0,0,0
8868,,,28394,3934,301,3633,3044,446,58,34,3,48,0,0,0,0,1,0
8869,,,28395,1804,43,1761,1373,340,29,12,0,7,0,0,0,0,0,0
8870,,,28396,2067,42,2025,925,815,237,16,7,25,0,0,0,0,0,0
8871,,,28398,5997,981,5016,2229,2701,23,20,0,43,0,3,0,0,0,0
8872,,,28399,1587,213,1374,872,473,7,6,0,16,1,0,0,0,0,0
8873,,,28401,17735,826,16909,8987,7437,96,101,19,269,4,8,1,3,2,0
8874,,,28403,30841,1814,29027,24405,3691,121,400,33,377,10,1,5,7,5,0
8875,,,28405,23363,1038,22325,17881,3830,115,233,27,239,5,4,0,6,2,0
8876,,,28409,24046,811,23235,21567,1006,76,349,25,212,10,1,0,6,3,0
8877,,,28411,24497,753,23744,21326,1792,48,376,18,184,2,4,0,6,1,0
8878,,,28412,28135,1475,26660,23659,2153,120,393,47,288,13,1,0,7,1,1
8879,,,28420,2869,262,2607,2252,320,23,2,0,10,0,0,0,0,0,0
8880,,,28421,1192,66,1126,760,353,2,3,0,8,0,0,0,0,0,0
8881,,,28422,5383,130,5253,4085,1068,35,8,4,53,1,0,0,0,0,0
8882,,,28423,1713,33,1680,483,625,535,3,2,32,2,1,0,0,3,0
8883,,,28424,95,2,93,29,62,1,0,0,1,0,0,0,0,0,0
8884,,,28425,8426,498,7928,5332,2451,48,16,4,77,0,1,0,0,0,0
8885,,,28428,5038,71,4967,4831,36,33,22,4,41,1,0,0,0,0,0
8886,,,28429,6297,312,5985,4196,1644,40,27,4,74,1,0,0,1,0,0
8887,,,28430,1445,67,1378,1139,209,13,1,2,14,0,2,0,0,0,0
8888,,,28431,5353,154,5199,3479,1603,83,8,1,25,2,0,0,0,0,0
8889,,,28432,1471,22,1449,1339,91,9,1,0,9,0,0,0,0,0,0
8890,,,28433,3843,160,3683,1773,1755,104,6,1,44,0,1,0,0,0,0
8891,,,28434,1090,13,1077,371,579,121,0,0,6,0,0,0,0,0,0
8892,,,28435,1943,65,1878,1161,669,16,2,0,30,0,0,0,0,0,0
8893,,,28436,1619,91,1528,1254,235,18,1,0,20,0,1,0,0,0,0
8894,,,28438,1457,3,1454,1073,357,20,0,1,3,0,0,0,0,0,0
8895,,,28439,1264,38,1226,655,559,4,0,0,8,0,0,0,0,0,0
8896,,,28441,2371,216,2155,1327,785,16,3,2,22,1,0,0,0,0,0
8897,,,28442,1301,60,1241,730,455,38,7,1,10,0,0,0,0,0,0
8898,,,28443,13530,270,13260,12215,781,63,78,19,104,2,1,0,2,1,0
8899,,,28444,1628,123,1505,891,593,14,0,0,7,0,0,0,0,0,0
8900,,,28445,4659,112,4547,4319,110,24,38,3,53,0,0,0,0,0,0
8901,,,28447,1067,78,989,496,471,8,0,0,14,0,0,0,0,0,0
8902,,,28448,990,29,961,518,422,15,0,2,4,0,0,0,0,0,0
8903,,,28449,1465,18,1447,1419,9,3,7,4,5,0,0,0,0,0,0
8904,,,28450,1906,25,1881,1253,246,347,7,3,25,0,0,0,1,0,0
8905,,,28451,20680,1195,19485,15201,3677,160,182,20,245,2,5,0,1,1,0
8906,,,28452,509,13,496,223,267,5,0,0,1,0,0,0,0,0,0
8907,,,28453,2680,717,1963,897,1026,14,4,3,19,1,0,0,0,0,0
8908,,,28454,1915,72,1843,1062,735,9,3,0,34,0,0,0,1,0,0
8909,,,28455,1569,172,1397,1282,100,5,1,0,9,0,0,0,0,0,0
8910,,,28456,2806,82,2724,1066,1570,46,1,5,36,0,2,0,0,0,0
8911,,,28457,7416,757,6659,5356,1132,38,19,10,104,0,1,4,1,0,0
8912,,,28458,4877,699,4178,2093,2034,11,17,1,22,1,0,0,0,0,1
8913,,,28460,6159,212,5947,5589,184,31,70,3,70,1,0,2,0,2,0
8914,,,28461,13513,332,13181,12185,740,33,85,15,123,2,0,1,0,0,0
8915,,,28462,9476,265,9211,8072,966,80,15,0,78,3,1,0,1,0,0
8916,,,28463,7709,286,7423,4428,2796,78,29,27,65,5,1,0,0,3,0
8917,,,28464,1768,271,1497,716,752,4,11,0,14,1,0,0,0,0,0
8918,,,28465,5676,66,5610,5487,31,27,19,2,44,0,0,0,0,0,0
8919,,,28466,7790,957,6833,4963,1795,18,16,2,39,0,2,0,0,0,0
8920,,,28467,7848,237,7611,7166,345,24,31,6,39,0,0,1,0,0,0
8921,,,28468,3971,120,3851,3630,180,12,14,0,15,0,0,0,0,0,0
8922,,,28469,4969,258,4711,4502,121,33,24,1,30,0,0,0,0,0,0
8923,,,28470,8316,445,7871,6778,929,46,57,4,57,2,0,0,0,0,0
8924,,,28472,15079,514,14565,9438,4708,208,73,9,129,1,1,0,1,1,0
8925,,,28478,3555,172,3383,2290,1048,7,9,1,28,1,0,0,0,0,0
8926,,,28479,3840,101,3739,3207,441,26,30,3,32,0,0,0,1,0,0
8927,,,28480,2162,23,2139,2101,6,4,12,4,12,0,0,0,0,0,0
8928,,,28501,15265,432,14833,5018,9584,42,76,9,104,3,4,0,0,2,0
8929,,,28504,16795,781,16014,11171,4572,58,97,15,101,4,2,0,1,4,0
8930,,,28508,1857,723,1134,1043,81,4,2,2,2,1,0,0,0,0,0
8931,,,28510,1258,50,1208,954,225,2,14,0,13,0,0,0,0,0,0
8932,,,28511,584,10,574,566,1,2,0,0,5,0,0,0,0,0,0
8933,,,28512,2603,29,2574,2497,17,8,23,6,23,1,0,0,0,0,0
8934,,,28513,7814,328,7486,4990,2382,31,22,6,55,1,2,0,0,0,0
8935,,,28515,2434,56,2378,1180,1160,19,9,1,9,0,0,0,0,0,0
8936,,,28516,9408,144,9264,7941,1140,31,46,4,102,3,1,1,0,1,0
8937,,,28518,5890,362,5528,4507,934,17,18,0,52,0,0,0,0,0,0
8938,,,28519,328,14,314,263,42,0,1,2,6,0,0,0,0,0,0
8939,,,28520,251,3,248,247,0,0,1,0,0,0,0,0,0,0,0
8940,,,28521,1791,70,1721,1483,225,4,3,1,5,0,0,0,0,0,0
8941,,,28523,1935,57,1878,1360,494,5,6,1,12,1,0,0,1,0,0
8942,,,28524,352,0,352,347,0,1,1,0,3,0,0,0,0,0,0
8943,,,28525,2382,236,2146,1911,211,8,2,2,12,0,0,0,0,0,0
8944,,,28526,1988,100,1888,1144,718,5,9,0,12,0,0,0,0,0,0
8945,,,28527,894,25,869,796,67,2,0,0,4,0,0,0,0,0,0
8946,,,28528,526,4,522,514,1,1,2,0,4,0,0,0,0,0,0
8947,,,28529,1730,60,1670,1524,117,15,6,0,8,0,0,0,0,0,0
8948,,,28530,5434,341,5093,3070,1960,10,16,0,37,1,0,0,0,0,0
8949,,,28531,1055,0,1055,1041,0,3,2,0,9,0,0,0,0,0,0
8950,,,28532,16399,1330,15069,10732,3335,103,536,27,336,2,4,0,15,3,0
8951,,,28533,2952,442,2510,2066,297,18,63,3,63,1,0,0,3,0,0
8952,,,28537,112,1,111,108,2,0,0,0,1,0,0,0,0,0,0
8953,,,28538,1641,181,1460,850,589,4,4,2,11,0,1,0,0,0,0
8954,,,28539,11168,690,10478,9133,829,74,222,6,214,2,1,1,8,2,0
8955,,,28540,35727,2940,32787,24436,6575,222,799,42,713,10,20,0,13,5,0
8956,,,28543,2625,347,2278,1813,335,22,38,4,66,2,0,0,1,0,0
8957,,,28544,3959,487,3472,2378,882,28,94,5,85,0,2,0,0,0,0
8958,,,28546,31231,3316,27915,19306,6469,171,1179,49,741,15,10,0,23,13,0
8959,,,28547,19240,2681,16559,13537,2006,135,427,22,432,11,3,1,17,1,0
8960,,,28551,10513,830,9683,6365,3158,33,52,8,67,1,2,2,1,1,0
8961,,,28552,186,2,184,182,0,0,1,0,1,0,0,0,0,0,0
8962,,,28553,391,0,391,386,0,0,2,0,3,0,0,0,0,0,0
8963,,,28554,193,17,176,132,40,2,2,0,0,0,0,0,0,0,0
8964,,,28555,3946,142,3804,2746,926,28,31,2,71,0,2,0,3,0,0
8965,,,28556,822,13,809,729,66,4,5,0,5,0,0,0,0,0,0
8966,,,28557,11781,501,11280,10095,835,46,169,13,122,2,0,0,3,3,0
8967,,,28560,22381,810,21571,16171,4731,80,354,9,226,4,2,1,4,2,0
8968,,,28562,28177,1045,27132,20822,5374,71,591,13,261,4,1,0,7,2,0
8969,,,28570,16697,575,16122,14648,952,112,173,19,218,7,0,0,2,2,0
8970,,,28571,2310,35,2275,1953,293,13,2,2,12,0,2,0,0,0,0
8971,,,28572,4919,528,4391,3894,461,15,7,1,13,1,0,0,0,0,0
8972,,,28573,1730,25,1705,1076,605,4,6,1,13,1,0,0,0,0,0
8973,,,28574,10724,658,10066,8710,1058,56,94,8,140,0,0,1,3,0,0
8974,,,28575,284,0,284,282,0,0,1,0,1,0,0,0,0,0,0
8975,,,28577,468,3,465,462,3,0,0,0,0,0,0,0,0,0,0
8976,,,28578,4283,1709,2574,2247,278,8,6,11,24,0,0,0,0,1,0
8977,,,28579,516,5,511,508,1,0,1,0,1,0,0,0,0,0,0
8978,,,28580,10013,1011,9002,4832,4011,60,32,2,65,3,2,0,0,1,0
8979,,,28581,176,5,171,170,0,0,0,0,1,0,0,0,0,0,0
8980,,,28582,1251,37,1214,1133,55,8,6,0,12,0,1,0,0,0,0
8981,,,28583,213,2,211,161,46,0,1,0,3,0,0,0,0,0,0
8982,,,28584,8889,271,8618,8220,147,45,103,7,96,2,0,0,3,0,0
8983,,,28585,3083,95,2988,1955,993,16,4,0,20,0,0,2,1,0,0
8984,,,28586,6246,207,6039,4135,1756,58,14,11,65,3,0,0,1,1,0
8985,,,28587,278,13,265,115,146,1,2,0,1,1,0,0,0,0,0
8986,,,28589,160,1,159,159,0,0,0,0,0,0,0,0,0,0,0
8987,,,28590,16946,596,16350,11574,4127,48,422,20,159,5,0,0,2,2,0
8988,,,28594,3123,53,3070,2998,20,7,19,4,22,0,0,0,1,0,0
8989,,,28601,38497,2909,35588,31944,2199,89,1068,16,272,4,1,0,1,11,0
8990,,,28602,21931,1265,20666,16716,3035,43,669,12,191,4,1,0,0,14,0
8991,,,28604,5239,183,5056,4880,81,17,21,5,52,1,0,0,0,0,0
8992,,,28605,2925,41,2884,2821,10,6,11,2,34,0,0,0,0,0,0
8993,,,28606,1644,29,1615,1461,138,2,2,0,12,0,0,0,0,0,0
8994,,,28607,29328,942,28386,26951,683,68,340,33,311,8,3,0,3,0,0
8995,,,28609,4557,101,4456,4065,334,13,28,0,16,0,0,0,0,2,0
8996,,,28610,7449,239,7210,6508,405,18,236,0,43,2,1,0,0,0,0
8997,,,28611,712,11,701,678,15,0,4,0,4,0,0,0,0,0,0
8998,,,28612,9483,127,9356,8873,102,16,303,1,61,0,0,0,3,2,0
8999,,,28613,17059,1430,15629,13558,1061,29,837,8,136,3,0,0,2,10,0
9000,,,28615,1524,37,1487,1456,4,5,4,0,18,0,0,0,0,0,0
9001,,,28616,367,35,332,325,5,0,2,0,0,0,0,0,0,0,0
9002,,,28617,1784,113,1671,1629,15,7,7,0,13,0,0,0,0,0,0
9003,,,28618,1845,44,1801,1766,13,3,5,0,14,0,0,0,0,0,0
9004,,,28619,1224,48,1176,1085,39,7,34,2,9,1,0,0,0,0,0
9005,,,28621,8072,675,7397,7028,291,9,31,5,33,0,0,0,0,0,0
9006,,,28622,2031,72,1959,1930,11,8,3,0,7,0,0,0,0,0,0
9007,,,28623,1293,124,1169,1148,9,0,1,0,11,0,0,0,0,0,0
9008,,,28624,1325,10,1315,1246,55,3,2,0,9,0,0,0,0,0,0
9009,,,28625,27527,1750,25777,22025,3028,54,498,17,155,7,1,0,1,7,0
