,State_FIPS10,County_FIPS10,ZCTA5,Total_Pop,Hispanic_Total,Non_Hispanic_Total,NH_White_alone,NH_Black_alone,NH_AIAN_alone,NH_API_alone,NH_Other_alone,NH_Mult_Total,NH_White_Other,NH_Black_Other,NH_AIAN_Other,NH_Asian_HPI,NH_API_Other,NH_Asian_HPI_Other
0,,,00601,13806,13739,67,64,1,1,1,0,0,0,0,0,0,0,0
1,,,00602,31696,31496,200,168,12,0,11,4,5,1,0,0,0,0,0
2,,,00603,41785,41128,657,509,86,2,37,6,17,2,0,0,0,0,0
3,,,00606,4953,4919,34,27,2,0,4,0,1,1,0,0,0,0,0
4,,,00610,22048,21857,191,155,20,0,8,4,4,0,0,0,0,0,0
5,,,00612,51720,51255,465,358,31,4,43,10,19,1,0,0,0,1,0
6,,,00616,8449,8407,42,26,11,1,1,2,1,0,0,0,0,0,0
7,,,00617,18319,18208,111,80,14,0,14,3,0,0,0,0,0,0,0
8,,,00622,6276,6139,137,123,8,0,1,0,5,0,0,0,0,0,0
9,,,00623,32733,32407,326,272,19,1,18,7,9,0,0,0,0,0,0
10,,,00624,19089,18970,119,93,13,0,10,0,3,0,1,0,0,0,0
11,,,00627,26501,26328,173,148,7,6,7,3,2,0,0,0,0,0,0
12,,,00631,1455,1447,8,6,0,0,2,0,0,0,0,0,0,0,0
13,,,00637,19040,18932,108,90,8,2,4,2,2,0,0,0,0,0,0
14,,,00638,14098,14049,49,37,5,0,0,4,3,0,0,0,1,0,0
15,,,00641,23517,23392,125,109,3,3,9,0,1,0,0,0,0,0,0
16,,,00646,28137,27582,555,453,37,3,38,13,11,1,0,0,0,0,0
17,,,00647,4784,4747,37,34,2,0,1,0,0,0,0,0,0,0,0
18,,,00650,11106,11035,71,57,7,0,6,0,1,0,0,0,0,0,0
19,,,00652,3465,3427,38,36,1,0,0,0,1,0,0,0,0,0,0
20,,,00653,9903,9842,61,47,8,2,3,1,0,0,0,0,0,0,0
21,,,00656,16019,15937,82,49,14,1,8,5,5,0,0,0,1,0,0
22,,,00659,31754,31469,285,217,28,3,22,9,6,0,1,0,0,0,0
23,,,00660,13557,13479,78,56,6,1,10,1,4,0,0,0,0,0,0
24,,,00662,32987,32647,340,275,25,0,26,9,5,1,0,0,0,0,0
25,,,00664,12168,12125,43,32,3,1,6,0,1,1,0,0,0,0,0
26,,,00667,19981,19831,150,125,8,1,13,2,1,0,0,0,0,0,0
27,,,00669,22560,22398,162,150,3,1,5,1,2,0,0,0,0,0,0
28,,,00670,7442,7396,46,41,1,0,1,1,2,0,0,0,0,0,0
29,,,00674,33237,32963,274,219,28,1,18,4,4,1,0,0,0,0,0
30,,,00676,29921,29749,172,141,12,2,11,1,5,1,0,0,0,0,0
31,,,00677,11830,11359,471,435,10,1,15,6,4,1,0,0,0,0,0
32,,,00678,20971,20823,148,127,5,0,13,1,2,0,0,0,1,0,0
33,,,00680,46366,45891,475,336,69,14,27,20,9,1,0,0,1,0,0
34,,,00682,25989,25647,342,207,37,1,78,9,10,0,0,0,0,0,0
35,,,00683,26237,26015,222,165,26,5,13,4,9,2,0,0,0,0,0
36,,,00685,32638,32411,227,183,19,1,15,2,7,1,0,0,0,0,0
37,,,00687,23553,23407,146,109,18,4,10,0,5,0,0,0,0,0,0
38,,,00688,10510,10431,79,57,12,0,5,3,2,1,0,0,0,0,0
39,,,00690,4726,4654,72,59,4,0,7,1,1,0,0,0,0,0,0
40,,,00692,27680,27314,366,262,53,7,28,8,8,0,0,0,0,2,0
41,,,00693,45557,45189,368,286,33,0,21,14,14,1,0,0,0,0,0
42,,,00694,259,258,1,1,0,0,0,0,0,0,0,0,0,0,0
43,,,00698,31734,31566,168,120,8,3,21,6,10,0,0,0,1,0,0
44,,,00703,21386,21272,114,87,8,0,6,10,3,1,0,0,0,0,0
45,,,00704,6040,6008,32,17,7,0,0,8,0,0,0,0,0,0,0
46,,,00705,19433,19293,140,112,7,0,3,2,16,0,0,0,0,0,0
47,,,00707,9271,9205,66,53,6,1,1,2,3,0,0,0,0,0,0
48,,,00714,14314,14172,142,96,26,0,3,5,12,2,0,0,8,0,0
49,,,00715,2852,2847,5,4,1,0,0,0,0,0,0,0,0,0,0
50,,,00716,25597,25302,295,237,16,1,29,1,11,0,0,0,1,0,0
51,,,00717,14231,14064,167,121,14,4,21,0,7,0,0,0,0,0,0
52,,,00718,19554,19378,176,123,25,1,14,3,10,0,0,0,1,0,0
53,,,00719,23258,23147,111,84,12,2,7,3,3,0,0,0,0,0,0
54,,,00720,16866,16794,72,60,3,1,5,1,2,1,0,0,0,0,0
55,,,00723,14610,14509,101,60,23,2,2,9,5,0,0,0,0,0,0
56,,,00725,67974,67303,671,467,84,6,57,33,24,0,0,1,0,0,0
57,,,00727,44135,43765,370,258,31,3,59,8,11,3,0,0,0,0,0
58,,,00728,34312,34048,264,194,21,1,18,6,24,2,1,0,0,0,0
59,,,00729,39519,39187,332,204,95,4,8,10,11,0,3,0,0,0,0
60,,,00730,26856,26654,202,158,17,4,9,5,9,2,2,0,0,0,0
61,,,00731,11505,11443,62,52,4,2,2,2,0,0,0,0,0,0,0
62,,,00735,10350,10201,149,110,21,0,8,3,7,0,0,0,0,1,0
63,,,00736,39288,39022,266,210,18,0,29,5,4,0,0,0,0,0,0
64,,,00738,26252,25735,517,356,84,5,37,17,18,0,1,0,0,0,0
65,,,00739,29766,29589,177,140,11,0,10,12,4,0,0,1,0,0,0
66,,,00740,1481,1445,36,26,6,0,0,0,4,0,1,0,0,0,0
67,,,00741,3743,3687,56,46,8,0,0,0,2,0,0,0,0,0,0
68,,,00745,41325,40847,478,329,62,7,44,22,14,1,0,1,0,0,0
69,,,00751,17074,16946,128,101,17,2,4,1,3,0,0,0,0,0,0
70,,,00754,30907,30749,158,123,12,1,10,8,4,0,0,0,0,0,0
71,,,00757,16504,16421,83,55,11,1,6,3,7,1,0,0,0,0,0
72,,,00765,6941,6472,469,402,46,3,4,2,12,0,0,0,0,0,0
73,,,00766,19195,19127,68,53,3,0,7,3,2,0,0,0,0,1,0
74,,,00767,28509,28316,193,122,43,1,7,5,15,3,0,2,0,0,0
75,,,00769,29517,29377,140,107,15,1,10,3,4,0,0,0,0,0,0
76,,,00771,28735,28533,202,150,15,2,13,11,11,1,0,0,0,0,0
77,,,00772,16772,16687,85,41,37,2,1,2,2,0,0,0,0,1,0
78,,,00773,14977,14636,341,244,50,5,20,11,11,2,0,0,0,1,0
79,,,00775,1382,1240,142,132,4,1,3,0,2,0,0,0,0,0,0
80,,,00777,29869,29634,235,163,41,2,10,6,13,0,0,0,0,0,0
81,,,00778,33590,33296,294,210,35,0,24,3,22,0,0,0,0,0,0
82,,,00780,9964,9917,47,39,1,0,6,1,0,0,0,0,0,0,0
83,,,00782,14431,14367,64,51,8,0,1,2,2,0,0,0,1,0,0
84,,,00783,27091,26926,165,131,16,0,4,8,6,0,1,0,0,0,0
85,,,00784,33137,32828,309,196,55,4,20,13,21,0,0,0,0,0,0
86,,,00786,274,272,2,2,0,0,0,0,0,0,0,0,0,0,0
87,,,00791,40822,40366,456,333,41,4,50,5,23,2,1,0,0,2,0
88,,,00794,22145,21990,155,126,11,2,4,5,7,0,0,0,0,0,0
89,,,00795,35432,35216,216,151,34,0,9,7,15,2,0,0,0,0,0
90,,,00901,5967,5552,415,335,54,2,15,3,6,0,0,0,0,0,0
91,,,00906,4,2,2,0,0,0,2,0,0,0,0,0,0,0,0
92,,,00907,14973,14037,936,654,121,3,122,9,27,0,3,1,0,0,0
93,,,00909,4839,4758,81,43,24,0,6,1,7,0,0,0,0,0,0
94,,,00911,7381,6847,534,429,42,0,43,2,18,2,2,0,0,2,0
95,,,00912,5641,5523,118,64,38,2,9,1,4,0,1,0,0,0,0
96,,,00913,6248,6072,176,157,13,0,0,3,3,0,0,0,1,0,0
97,,,00915,24970,24609,361,173,140,10,9,15,14,2,3,1,0,0,0
98,,,00917,17282,17052,230,132,41,6,36,6,9,0,0,0,0,0,0
99,,,00918,14360,14098,262,196,18,1,39,4,4,0,0,0,0,0,0
100,,,00920,14669,14462,207,117,50,2,19,7,12,1,0,0,0,0,0
101,,,00921,28859,28478,381,243,67,2,44,11,14,2,0,0,0,0,0
102,,,00923,22331,22047,284,171,62,6,23,9,13,1,0,0,0,0,0
103,,,00924,41929,41429,500,308,129,10,16,19,18,2,0,0,0,0,0
104,,,00925,7719,7453,266,125,64,2,60,6,9,0,0,0,1,0,0
105,,,00926,84346,83196,1150,834,136,9,115,29,27,1,1,1,0,0,0
106,,,00927,12520,12267,253,206,17,0,14,3,13,0,0,0,0,0,0
107,,,00934,182,117,65,46,13,0,1,3,2,0,0,0,0,0,0
108,,,00936,326,321,5,5,0,0,0,0,0,0,0,0,0,0,0
109,,,00949,62277,61530,747,484,96,13,88,37,29,1,0,0,1,2,0
110,,,00950,6,5,1,0,1,0,0,0,0,0,0,0,0,0,0
111,,,00951,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0
112,,,00952,7692,7644,48,33,9,0,1,3,2,0,1,0,0,0,0
113,,,00953,52942,52543,399,279,26,10,41,24,19,1,2,0,0,0,0
114,,,00956,61025,60451,574,405,70,4,44,27,24,3,1,0,0,0,0
115,,,00957,34480,34161,319,224,30,2,56,4,3,0,0,0,0,0,0
116,,,00959,39108,38538,570,398,63,1,72,10,26,4,1,1,0,0,0
117,,,00960,1698,1685,13,9,3,0,0,1,0,0,0,0,0,0,0
118,,,00961,25997,25703,294,180,44,4,51,8,7,0,1,0,0,0,0
119,,,00962,16446,16293,153,103,28,0,16,3,3,0,0,0,0,0,0
120,,,00965,6890,6829,61,28,25,0,1,4,3,0,1,0,0,0,0
121,,,00966,13205,12894,311,249,24,3,25,1,9,0,0,0,0,0,0
122,,,00968,3106,3020,86,61,3,0,18,2,2,0,1,0,0,0,0
123,,,00969,32930,32224,706,563,48,4,66,7,18,1,0,0,0,0,0
124,,,00971,24109,23925,184,153,11,1,10,4,5,0,1,0,0,0,0
125,,,00976,48701,48150,551,381,96,1,38,16,19,3,0,0,0,0,0
126,,,00979,14435,13683,752,590,54,2,87,8,11,0,1,0,0,0,0
127,,,00982,12850,12704,146,88,24,3,20,3,8,0,0,1,0,0,0
128,,,00983,29904,29490,414,267,75,1,30,7,34,3,1,0,0,0,0
129,,,00985,28414,28121,293,160,58,8,35,12,20,1,0,1,0,1,0
130,,,00987,47590,47092,498,296,90,7,77,9,19,0,0,0,1,0,0
131,,,01001,13671,355,13316,12708,217,12,253,17,109,3,1,0,3,3,2
132,,,01002,24999,1653,23346,19090,1048,29,2496,82,601,8,29,0,4,11,0
133,,,01003,10362,529,9833,7735,544,11,1186,47,310,12,14,2,2,7,0
134,,,01005,3795,41,3754,3671,21,8,15,5,34,1,1,0,0,0,0
135,,,01007,10958,222,10736,10228,149,17,226,13,103,0,0,0,0,2,0
136,,,01008,1010,9,1001,989,3,1,4,0,4,0,0,0,0,0,0
137,,,01009,583,10,573,562,3,1,3,3,1,0,1,0,0,0,0
138,,,01010,2830,43,2787,2723,17,10,12,0,25,0,0,0,0,0,0
139,,,01011,1089,7,1082,1071,0,0,7,0,4,0,0,0,0,0,0
140,,,01012,541,5,536,525,1,1,4,0,5,1,0,0,0,0,0
141,,,01013,17776,2976,14800,13897,477,33,174,48,171,11,1,0,0,1,0
142,,,01020,23986,1756,22230,21114,493,42,361,17,203,15,4,0,3,5,0
143,,,01022,2078,193,1885,1589,244,4,25,2,21,0,0,0,0,1,0
144,,,01026,775,6,769,757,2,0,1,1,8,0,0,0,0,0,0
145,,,01027,14428,385,14043,13472,123,29,295,6,118,2,0,0,3,7,0
146,,,01028,12104,215,11889,11420,155,6,239,7,62,2,0,0,3,0,0
147,,,01029,650,4,646,637,0,1,3,0,5,0,0,0,0,0,0
148,,,01030,9007,223,8784,8520,76,10,108,0,70,2,0,0,0,1,0
149,,,01031,1015,10,1005,982,6,7,3,0,7,0,0,0,0,0,0
150,,,01032,450,2,448,435,2,2,1,0,8,1,0,0,0,0,0
151,,,01033,4840,88,4752,4637,19,9,52,2,33,2,1,0,0,0,0
152,,,01034,1584,17,1567,1541,7,7,3,0,9,0,0,0,0,0,0
153,,,01035,4294,116,4178,3886,80,7,164,4,37,1,0,0,1,0,0
154,,,01036,4014,38,3976,3882,16,3,48,7,20,2,0,0,1,0,0
155,,,01037,558,3,555,547,2,0,1,0,5,0,0,0,0,0,0
156,,,01038,2076,27,2049,2022,6,1,12,1,7,0,0,0,0,0,0
157,,,01039,1105,14,1091,1072,3,0,8,0,8,0,0,0,0,0,0
158,,,01040,29369,11958,17411,16046,729,37,313,34,252,5,5,0,0,3,0
159,,,01050,1975,27,1948,1915,3,5,3,0,22,1,0,0,0,0,0
160,,,01053,1434,35,1399,1323,44,3,16,2,11,0,0,0,3,1,0
161,,,01054,1496,22,1474,1395,17,2,26,4,30,1,0,0,0,1,0
162,,,01056,17042,927,16115,15380,432,11,134,30,128,30,1,0,0,1,0
163,,,01057,6599,92,6507,6376,44,12,30,4,41,3,0,0,0,0,0
164,,,01060,13308,797,12511,11164,360,25,657,48,257,10,4,0,2,8,0
165,,,01062,8763,471,8292,7809,155,25,207,9,87,1,2,0,1,0,0
166,,,01063,428,29,399,281,23,1,71,3,20,0,0,0,0,0,0
167,,,01066,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0
168,,,01068,1481,18,1463,1435,7,0,8,4,9,0,1,0,0,1,0
169,,,01069,6745,113,6632,6434,75,8,56,0,59,1,0,0,0,0,0
170,,,01070,500,5,495,483,6,1,2,0,3,0,0,0,0,0,0
171,,,01071,1220,20,1200,1182,8,2,3,0,5,0,0,0,0,0,0
172,,,01072,1128,27,1101,1034,25,4,14,1,23,1,0,0,0,0,0
173,,,01073,4529,58,4471,4397,15,5,22,2,30,6,0,0,0,0,0
174,,,01074,221,5,216,213,0,2,1,0,0,0,0,0,0,0,0
175,,,01075,14566,491,14075,12862,327,18,642,20,206,5,2,0,2,11,0
176,,,01077,7392,121,7271,7081,54,20,60,1,55,0,2,0,0,0,0
177,,,01079,534,7,527,512,3,3,1,0,8,0,0,0,0,0,0
178,,,01080,1820,36,1784,1735,15,3,14,2,15,0,0,0,0,0,0
179,,,01081,1326,12,1314,1285,9,4,1,0,15,0,0,0,0,0,0
180,,,01082,8063,201,7862,7630,66,22,57,3,84,7,0,0,0,1,0
181,,,01083,2191,40,2151,2113,14,1,7,2,14,0,0,0,0,0,0
182,,,01084,146,5,141,139,0,0,1,0,1,0,0,0,0,0,0
183,,,01085,32172,1884,30288,29157,398,50,394,6,283,22,2,0,3,6,0
184,,,01086,686,31,655,621,15,1,6,0,12,0,1,0,0,0,0
185,,,01088,581,6,575,557,11,0,2,0,5,0,0,0,0,0,0
186,,,01089,22389,1568,20821,18923,643,32,939,21,263,15,3,0,4,9,0
187,,,01092,1042,15,1027,999,3,5,6,0,14,1,0,0,0,0,0
188,,,01093,276,1,275,273,0,0,0,0,2,0,0,0,0,0,0
189,,,01094,275,6,269,267,1,0,0,0,1,0,0,0,0,0,0
190,,,01095,10939,235,10704,10228,199,3,197,9,68,2,1,0,2,5,0
191,,,01096,1781,24,1757,1732,3,1,5,4,12,1,0,0,0,0,0
192,,,01097,75,2,73,73,0,0,0,0,0,0,0,0,0,0,0
193,,,01098,937,9,928,909,1,0,6,0,12,1,1,0,0,0,0
194,,,01103,2112,1032,1080,626,345,13,58,3,35,0,0,1,0,1,0
195,,,01104,16969,7360,9609,7263,1818,31,245,27,225,6,10,0,3,4,0
196,,,01105,8634,4931,3703,1701,1755,23,82,15,127,0,5,0,0,4,0
197,,,01106,11986,234,11752,11012,130,2,523,8,77,0,0,1,4,4,0
198,,,01107,7542,5689,1853,1259,474,9,40,13,58,5,1,0,1,0,0
199,,,01108,18852,6271,12581,8151,2963,49,1097,35,286,3,12,0,7,3,0
200,,,01109,21754,6065,15689,5870,8992,58,249,24,496,6,26,1,1,2,0
201,,,01118,10864,1173,9691,7979,1196,9,355,12,140,5,4,0,3,0,0
202,,,01119,10995,1878,9117,6735,1994,23,183,16,166,5,3,0,0,2,0
203,,,01128,2144,138,2006,1717,197,4,57,1,30,2,0,0,0,0,0
204,,,01129,5489,723,4766,3696,826,10,137,6,91,0,0,0,2,0,0
205,,,01151,6164,1629,4535,3443,866,7,111,4,104,9,2,0,0,0,0
206,,,01199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,,,01201,36684,1382,35302,32723,1516,65,431,67,500,20,4,0,0,7,0
208,,,01220,6885,61,6824,6702,31,7,30,2,52,1,0,0,2,0,0
209,,,01222,640,27,613,602,8,0,0,0,3,0,0,0,0,0,0
210,,,01223,1912,23,1889,1851,10,4,7,2,15,4,0,2,0,0,0
211,,,01224,147,0,147,139,1,0,6,0,1,0,0,0,0,0,0
212,,,01225,2521,20,2501,2462,11,5,11,1,11,1,0,0,0,0,0
213,,,01226,5395,68,5327,5216,34,3,38,1,35,5,0,0,1,3,0
214,,,01229,83,0,83,82,0,0,0,0,1,0,0,0,0,0,0
215,,,01230,6833,304,6529,6214,134,14,97,11,59,2,1,0,1,0,0
216,,,01235,2231,13,2218,2184,9,4,7,0,14,0,1,0,0,0,0
217,,,01236,1218,30,1188,1150,12,0,12,0,14,0,1,0,0,0,0
218,,,01237,1969,23,1946,1902,27,0,8,1,8,0,0,0,1,0,0
219,,,01238,4931,176,4755,4589,42,8,70,21,25,1,0,0,0,2,0
220,,,01240,3680,73,3607,3486,27,4,49,4,37,1,1,0,1,0,0
221,,,01242,391,10,381,370,0,0,7,1,3,0,0,0,0,0,0
222,,,01243,279,1,278,276,0,0,1,0,1,0,0,0,0,0,0
223,,,01244,116,0,116,115,0,0,0,0,1,0,0,0,0,0,0
224,,,01245,820,6,814,804,8,0,0,0,2,1,0,0,0,0,0
225,,,01247,12935,327,12608,12099,208,31,88,10,172,3,1,1,0,1,0
226,,,01253,618,10,608,597,0,1,4,1,5,0,0,0,0,0,0
227,,,01254,818,12,806,796,2,1,4,1,2,0,0,0,0,0,0
228,,,01255,758,7,751,732,8,0,7,2,2,0,0,0,0,0,0
229,,,01256,552,2,550,526,8,3,0,0,13,1,0,0,0,0,0
230,,,01257,1753,46,1707,1663,13,4,7,1,19,1,0,0,0,0,0
231,,,01258,318,4,314,307,3,0,2,0,2,0,0,0,0,0,0
232,,,01259,520,7,513,503,0,0,6,0,4,0,0,0,0,0,0
233,,,01260,192,1,191,184,5,0,1,0,1,0,0,0,0,0,0
234,,,01262,1096,35,1061,1027,9,1,14,3,7,2,0,0,0,0,0
235,,,01264,126,3,123,122,0,0,1,0,0,0,0,0,0,0,0
236,,,01266,1224,17,1207,1178,6,0,16,1,6,1,0,0,0,0,0
237,,,01267,6898,280,6618,5873,199,6,372,12,156,1,4,0,0,2,0
238,,,01270,620,3,617,598,5,1,3,1,9,0,0,0,0,0,0
239,,,01301,14230,492,13738,13132,179,42,189,20,176,7,0,0,0,5,0
240,,,01330,1219,15,1204,1171,3,6,4,0,20,0,1,0,1,0,0
241,,,01331,10226,240,9986,9710,85,15,76,7,93,3,6,0,0,0,0
242,,,01337,2115,13,2102,2080,3,3,6,0,10,0,0,0,0,0,0
243,,,01338,151,3,148,146,0,0,0,0,2,0,0,0,0,0,0
244,,,01339,1171,7,1164,1126,2,5,10,1,20,0,0,0,0,0,0
245,,,01340,1381,8,1373,1334,7,1,10,2,19,0,0,0,1,0,0
246,,,01341,1438,18,1420,1379,2,3,12,1,23,0,0,0,0,0,0
247,,,01342,1151,33,1118,1074,11,0,19,0,14,1,2,0,0,0,0
248,,,01343,61,0,61,59,0,0,0,0,2,0,0,0,0,0,0
249,,,01344,1161,13,1148,1126,3,1,3,1,14,0,0,0,0,0,0
250,,,01346,429,6,423,415,2,1,0,0,5,0,0,0,0,0,0
251,,,01347,135,1,134,128,1,1,2,0,2,0,0,0,0,0,0
252,,,01349,882,20,862,838,3,5,10,0,6,0,0,0,0,0,0
253,,,01350,98,1,97,95,0,0,2,0,0,0,0,0,0,0,0
254,,,01351,1850,28,1822,1766,10,3,17,3,23,1,0,0,0,0,0
255,,,01354,1214,7,1207,1168,10,3,17,0,9,0,0,0,0,0,0
256,,,01355,699,6,693,678,1,2,3,0,9,0,0,0,0,0,0
257,,,01360,2331,34,2297,2264,5,3,5,1,19,3,0,0,0,0,0
258,,,01364,6146,110,6036,5837,54,24,60,6,55,4,1,0,0,0,0
259,,,01366,1020,11,1009,998,1,1,3,0,6,0,0,0,0,0,0
260,,,01367,421,4,417,412,3,0,0,0,2,0,0,0,0,0,0
261,,,01368,992,18,974,959,1,1,8,0,5,0,0,0,0,0,0
262,,,01370,3351,27,3324,3230,14,8,28,2,42,1,0,0,0,0,0
263,,,01373,3674,65,3609,3499,23,1,56,0,30,0,0,0,0,0,0
264,,,01375,3167,142,3025,2702,87,11,164,9,52,4,0,0,0,1,0
265,,,01376,4271,219,4052,3901,47,10,25,4,65,1,0,0,0,0,0
266,,,01378,627,5,622,610,0,2,5,0,5,0,0,0,0,0,0
267,,,01379,689,13,676,655,9,3,4,1,4,0,0,0,0,0,0
268,,,01420,31111,5378,25733,23005,1166,58,1042,66,396,27,6,0,7,10,0
269,,,01430,4544,91,4453,4315,35,3,50,2,48,0,2,0,0,1,0
270,,,01431,2321,32,2289,2249,8,1,10,2,19,1,0,0,0,0,0
271,,,01432,5478,249,5229,4607,254,13,219,31,105,7,2,0,0,3,0
272,,,01434,1642,167,1475,1121,322,0,31,0,1,1,0,0,0,0,0
273,,,01436,2557,37,2520,2467,21,1,14,2,15,0,0,0,0,0,0
274,,,01438,423,12,411,411,0,0,0,0,0,0,0,0,0,0,0
275,,,01440,16119,943,15176,14330,416,37,228,20,145,6,2,0,1,0,0
276,,,01450,7587,108,7479,7188,35,3,195,4,54,1,0,0,0,3,0
277,,,01451,3413,53,3360,3200,15,0,109,0,36,1,0,0,2,0,0
278,,,01452,3272,37,3235,3173,16,1,17,5,23,0,0,0,0,0,0
279,,,01453,31558,3880,27678,24865,1303,40,832,254,384,54,7,0,3,16,0
280,,,01460,6581,60,6521,6162,30,4,244,7,74,4,3,0,0,3,0
281,,,01462,7773,159,7614,7369,55,12,106,8,64,2,0,0,1,0,0
282,,,01463,8605,105,8500,8264,39,10,99,13,75,3,1,0,0,0,0
283,,,01464,5864,481,5383,4600,544,11,161,6,61,1,0,0,0,2,0
284,,,01467,247,5,242,231,0,1,8,0,2,0,0,0,0,0,0
285,,,01468,3035,29,3006,2946,16,6,15,0,23,1,0,0,0,0,0
286,,,01469,5097,67,5030,4905,32,8,50,5,30,1,0,0,0,0,0
287,,,01473,5560,120,5440,5306,43,8,44,3,36,2,0,0,1,0,0
288,,,01474,1606,23,1583,1550,12,3,5,0,13,1,0,0,0,0,0
289,,,01475,7718,208,7510,7212,86,11,129,7,65,2,0,0,0,1,0
290,,,01501,12692,253,12439,11981,120,13,221,14,90,8,2,0,0,7,0
291,,,01503,2257,24,2233,2154,15,6,31,5,22,4,0,0,0,0,0
292,,,01504,6883,115,6768,6570,50,18,59,4,67,11,0,1,0,0,0
293,,,01505,3345,45,3300,3123,19,9,117,7,25,2,0,0,0,2,0
294,,,01506,2654,27,2627,2572,8,3,7,0,37,0,0,0,1,0,0
295,,,01507,9719,187,9532,9288,56,17,84,6,81,5,0,1,0,1,0
296,,,01510,10644,1246,9398,8795,235,18,138,102,110,14,3,0,0,7,0
297,,,01515,1691,24,1667,1632,7,5,6,1,16,0,1,0,0,0,0
298,,,01516,6190,88,6102,5950,30,10,52,5,55,5,0,0,0,1,0
299,,,01518,2192,35,2157,2079,14,13,25,5,21,0,0,0,0,0,0
300,,,01519,4865,92,4773,4516,42,0,177,11,27,1,0,0,0,1,0
301,,,01520,10438,173,10265,9818,87,4,291,6,59,4,2,0,0,1,0
302,,,01521,1956,26,1930,1882,10,9,9,0,20,0,0,0,0,0,0
303,,,01522,2471,32,2439,2362,11,0,47,5,14,0,0,0,0,0,0
304,,,01523,6005,463,5542,4980,407,2,90,18,45,6,2,0,0,1,0
305,,,01524,5224,119,5105,4891,55,16,77,11,55,2,0,0,1,1,0
306,,,01525,222,4,218,216,0,0,2,0,0,0,0,0,0,0,0
307,,,01527,10442,182,10260,9811,124,14,192,24,95,7,0,0,0,4,0
308,,,01529,2320,23,2297,2245,13,4,19,0,16,1,1,0,0,0,0
309,,,01531,791,7,784,770,2,2,6,0,4,0,0,0,0,0,0
310,,,01532,10382,225,10157,9107,93,4,804,32,117,13,2,0,2,18,0
311,,,01534,4208,102,4106,4006,19,8,41,3,29,0,0,0,0,1,0
312,,,01535,3626,50,3576,3505,14,8,14,0,35,2,0,0,0,0,0
313,,,01536,5267,112,5155,4693,154,9,246,10,43,3,1,0,1,6,0
314,,,01537,1783,30,1753,1711,10,1,18,1,12,0,0,0,0,0,0
315,,,01540,8530,204,8326,8111,71,13,79,4,48,4,0,0,0,0,0
316,,,01541,2597,34,2563,2519,8,1,21,0,14,1,0,0,1,0,0
317,,,01542,1682,54,1628,1574,14,7,16,8,9,1,0,0,0,0,0
318,,,01543,5697,84,5613,5430,67,4,79,6,27,0,1,0,0,0,0
319,,,01545,26133,606,25527,20831,448,19,3705,250,274,53,1,0,0,55,0
320,,,01550,12857,2825,10032,9486,170,39,219,11,107,10,0,0,1,2,0
321,,,01560,3297,91,3206,2652,42,3,457,8,44,4,0,0,0,6,0
322,,,01561,279,36,243,140,95,1,4,2,1,0,0,0,0,0,0
323,,,01562,9203,200,9003,8806,43,12,63,7,72,4,2,0,0,1,0
324,,,01564,5905,96,5809,5677,38,10,45,3,36,1,0,0,0,0,0
325,,,01566,4767,99,4668,4508,23,5,101,2,29,0,0,0,1,1,0
326,,,01568,5361,64,5297,5106,36,4,118,3,30,1,0,0,0,0,0
327,,,01569,10261,151,10110,9848,61,6,93,15,87,5,1,0,1,0,0
328,,,01570,13213,677,12536,11925,267,33,149,30,132,4,1,0,1,2,0
329,,,01571,8844,220,8624,8371,91,12,72,15,63,6,2,0,0,1,0
330,,,01581,13596,492,13104,10505,178,12,2207,65,137,16,2,0,6,21,0
331,,,01583,6237,352,5885,5485,309,15,46,8,22,1,0,0,0,0,0
332,,,01585,3622,48,3574,3500,19,3,24,1,27,0,0,0,0,0,0
333,,,01588,7237,177,7060,6878,53,9,68,4,48,5,0,0,0,2,0
334,,,01590,6583,74,6509,6365,31,3,64,4,42,1,0,0,0,0,0
335,,,01602,18283,1312,16971,14625,1204,31,784,76,251,23,9,0,3,12,0
336,,,01603,15066,3139,11927,8737,1351,48,1516,58,217,19,6,1,0,1,0
337,,,01604,27071,3643,23428,18581,2393,39,1565,371,479,83,12,0,1,19,0
338,,,01605,19223,4529,14694,10581,2678,55,878,139,363,38,12,1,3,6,0
339,,,01606,15086,959,14127,12334,1000,30,501,57,205,54,6,0,1,4,0
340,,,01607,6306,1018,5288,3886,965,13,291,44,89,4,2,0,1,4,0
341,,,01608,2789,1257,1532,928,368,16,165,13,42,12,1,0,0,0,0
342,,,01609,18910,2924,15986,13091,1257,49,1131,142,316,33,16,3,3,6,0
343,,,01610,18625,5485,13140,9412,1690,54,1481,109,394,20,19,0,4,11,0
344,,,01611,1707,74,1633,1513,77,2,27,0,14,0,0,0,0,0,0
345,,,01612,3760,121,3639,3480,79,3,47,2,28,0,0,0,0,1,0
346,,,01701,24441,1118,23323,20085,854,18,1510,501,355,132,8,0,0,10,0
347,,,01702,29676,5189,24487,16430,1803,57,1946,2800,1451,1050,79,4,1,17,0
348,,,01718,350,12,338,247,1,0,85,1,4,3,0,0,0,0,0
349,,,01719,3685,78,3607,2979,22,1,551,10,44,5,2,0,1,4,0
350,,,01720,15254,334,14920,11958,164,10,2528,122,138,21,4,1,2,12,0
