,name,geo_id_raw,ZCTA5,State_FIPS20,County_FIPS20,Total_Pop,Hispanic_Total,Non_Hispanic_Total,NH_White_alone,NH_Black_alone,NH_AIAN_alone,NH_API_alone,NH_Other_alone,NH_Mult_Total,NH_White_Other,NH_Black_Other,NH_AIAN_Other,NH_Asian_HPI,NH_Asian_HPI_Other,NH_API_Other
4028,ZCTA5 14036,860Z200US14036,14036,,,4009,39,3970,3817,29,19,11.0,3,91,34,0,0,0,0,0.0
4029,ZCTA5 14037,860Z200US14037,14037,,,978,13,965,923,1,1,2.0,7,31,13,0,0,0,0,0.0
4030,ZCTA5 14039,860Z200US14039,14039,,,81,1,80,69,0,0,3.0,0,8,3,0,0,0,0,0.0
4031,ZCTA5 14040,860Z200US14040,14040,,,1675,18,1657,1614,1,1,4.0,3,34,16,0,0,0,0,0.0
4032,ZCTA5 14041,860Z200US14041,14041,,,113,0,113,107,1,0,2.0,0,3,0,0,0,0,0,0.0
4033,ZCTA5 14042,860Z200US14042,14042,,,2953,25,2928,2812,7,8,8.0,4,89,29,0,0,0,0,0.0
4034,ZCTA5 14043,860Z200US14043,14043,,,20746,475,20271,18994,469,29,352.0,49,378,104,7,0,0,0,0.0
4035,ZCTA5 14047,860Z200US14047,14047,,,5078,95,4983,4794,19,24,28.0,9,109,40,2,0,0,0,0.0
4036,ZCTA5 14048,860Z200US14048,14048,,,11862,3133,8729,7764,530,43,66.0,24,302,92,11,0,5,0,3.0
4037,ZCTA5 14051,860Z200US14051,14051,,,16308,386,15922,13594,406,20,1464.0,81,357,126,9,0,4,0,5.0
4038,ZCTA5 14052,860Z200US14052,14052,,,14163,193,13970,13496,38,20,99.0,38,279,147,2,0,2,0,1.0
4039,ZCTA5 14054,860Z200US14054,14054,,,1040,91,949,917,2,3,0.0,5,22,11,0,0,0,0,0.0
4040,ZCTA5 14055,860Z200US14055,14055,,,1216,12,1204,1165,2,0,3.0,0,34,9,1,0,0,0,0.0
4041,ZCTA5 14056,860Z200US14056,14056,,,130,7,123,119,0,0,2.0,0,2,2,0,0,0,0,0.0
4042,ZCTA5 14057,860Z200US14057,14057,,,6322,155,6167,5948,20,10,21.0,11,157,64,0,0,1,1,3.0
4043,ZCTA5 14058,860Z200US14058,14058,,,1651,177,1474,1391,18,11,5.0,1,48,11,0,0,0,0,0.0
4044,ZCTA5 14059,860Z200US14059,14059,,,7596,74,7522,7279,27,3,33.0,18,162,89,1,0,0,0,0.0
4045,ZCTA5 14060,860Z200US14060,14060,,,300,1,299,297,0,0,1.0,0,1,0,0,0,0,0,0.0
4046,ZCTA5 14061,860Z200US14061,14061,,,68,2,66,58,2,0,0.0,0,6,2,0,0,0,0,0.0
4047,ZCTA5 14062,860Z200US14062,14062,,,2708,79,2629,2497,19,26,6.0,0,81,28,2,0,0,0,0.0
4048,ZCTA5 14063,860Z200US14063,14063,,,10930,804,10126,9143,376,26,209.0,40,332,93,4,0,0,0,2.0
4049,ZCTA5 14065,860Z200US14065,14065,,,1338,8,1330,1302,2,0,5.0,1,20,5,0,0,0,0,0.0
4050,ZCTA5 14066,860Z200US14066,14066,,,912,11,901,867,1,2,4.0,1,26,16,0,0,0,0,0.0
4051,ZCTA5 14067,860Z200US14067,14067,,,3868,62,3806,3641,41,10,11.0,12,91,30,0,0,0,0,0.0
4052,ZCTA5 14068,860Z200US14068,14068,,,6003,108,5895,4999,200,5,544.0,12,135,46,2,0,0,0,0.0
4053,ZCTA5 14069,860Z200US14069,14069,,,646,17,629,597,0,1,2.0,0,29,16,0,0,0,0,0.0
4054,ZCTA5 14070,860Z200US14070,14070,,,4038,89,3949,3312,64,452,15.0,6,100,21,0,0,0,0,0.0
4055,ZCTA5 14072,860Z200US14072,14072,,,16994,438,16556,15101,381,84,571.0,23,396,145,0,0,4,0,1.0
4056,ZCTA5 14075,860Z200US14075,14075,,,35919,892,35027,33558,344,74,297.0,63,691,209,15,0,0,0,1.0
4057,ZCTA5 14080,860Z200US14080,14080,,,3306,45,3261,3155,5,5,9.0,4,83,35,0,0,1,0,0.0
4058,ZCTA5 14081,860Z200US14081,14081,,,2336,55,2281,1547,16,617,6.0,6,89,8,0,2,0,0,0.0
4059,ZCTA5 14082,860Z200US14082,14082,,,339,6,333,329,0,0,3.0,0,1,0,0,0,0,0,0.0
4060,ZCTA5 14083,860Z200US14083,14083,,,48,0,48,48,0,0,0.0,0,0,0,0,0,0,0,0.0
4061,ZCTA5 14085,860Z200US14085,14085,,,6167,131,6036,5789,49,19,46.0,5,128,36,4,0,0,0,0.0
4062,ZCTA5 14086,860Z200US14086,14086,,,27788,430,27358,26092,311,40,336.0,44,535,209,4,1,2,0,3.0
4063,ZCTA5 14091,860Z200US14091,14091,,,839,12,827,645,1,158,1.0,0,22,1,0,1,0,0,0.0
4064,ZCTA5 14092,860Z200US14092,14092,,,9204,214,8990,8296,64,298,111.0,38,183,81,0,0,0,2,0.0
4065,ZCTA5 14094,860Z200US14094,14094,,,40357,1341,39016,35106,1965,156,299.0,101,1389,312,19,5,10,0,1.0
4066,ZCTA5 14098,860Z200US14098,14098,,,2230,56,2174,2075,19,16,6.0,7,51,20,0,0,1,0,0.0
4067,ZCTA5 14101,860Z200US14101,14101,,,1480,19,1461,1393,6,10,3.0,3,46,16,0,0,0,0,0.0
4068,ZCTA5 14102,860Z200US14102,14102,,,945,13,932,916,0,0,2.0,0,14,11,0,0,0,0,0.0
4069,ZCTA5 14103,860Z200US14103,14103,,,8393,320,8073,7341,326,43,52.0,20,291,84,0,1,1,0,0.0
4070,ZCTA5 14105,860Z200US14105,14105,,,3457,40,3417,3254,50,14,10.0,4,85,26,0,0,0,0,0.0
4071,ZCTA5 14108,860Z200US14108,14108,,,4523,54,4469,4246,47,23,19.0,22,112,38,0,0,0,0,0.0
4072,ZCTA5 14109,860Z200US14109,14109,,,935,60,875,734,90,4,20.0,23,4,0,0,0,0,0,0.0
4073,ZCTA5 14111,860Z200US14111,14111,,,2529,49,2480,2350,15,43,0.0,7,65,17,0,0,0,0,0.0
4074,ZCTA5 14112,860Z200US14112,14112,,,39,4,35,31,0,0,0.0,0,4,0,0,0,0,0,0.0
4075,ZCTA5 14113,860Z200US14113,14113,,,617,2,615,590,2,1,1.0,4,17,4,0,0,0,0,0.0
4076,ZCTA5 14120,860Z200US14120,14120,,,36217,741,35476,33622,506,151,348.0,54,795,185,4,1,1,0,1.0
4077,ZCTA5 14125,860Z200US14125,14125,,,2898,217,2681,2519,27,10,11.0,7,107,46,0,0,0,0,0.0
4078,ZCTA5 14126,860Z200US14126,14126,,,476,10,466,439,9,4,0.0,0,14,3,0,0,0,0,0.0
4079,ZCTA5 14127,860Z200US14127,14127,,,24350,468,23882,22873,179,42,297.0,49,442,156,6,0,1,0,0.0
4080,ZCTA5 14129,860Z200US14129,14129,,,1375,21,1354,1126,5,176,0.0,13,34,8,0,0,0,0,1.0
4081,ZCTA5 14130,860Z200US14130,14130,,,64,1,63,63,0,0,0.0,0,0,0,0,0,0,0,0.0
4082,ZCTA5 14131,860Z200US14131,14131,,,4261,93,4168,3927,34,51,24.0,17,115,23,1,0,0,0,0.0
4083,ZCTA5 14132,860Z200US14132,14132,,,5052,88,4964,4430,136,252,26.0,10,110,41,0,0,0,0,1.0
4084,ZCTA5 14134,860Z200US14134,14134,,,70,0,70,69,0,0,0.0,0,1,1,0,0,0,0,0.0
4085,ZCTA5 14135,860Z200US14135,14135,,,65,0,65,65,0,0,0.0,0,0,0,0,0,0,0,0.0
4086,ZCTA5 14136,860Z200US14136,14136,,,3952,118,3834,3625,28,43,20.0,10,108,33,3,0,0,0,0.0
4087,ZCTA5 14138,860Z200US14138,14138,,,1384,39,1345,1281,2,19,4.0,7,32,11,0,0,0,0,1.0
4088,ZCTA5 14139,860Z200US14139,14139,,,1760,20,1740,1665,5,5,4.0,7,54,49,0,0,1,0,0.0
4089,ZCTA5 14141,860Z200US14141,14141,,,6071,95,5976,5764,40,25,29.0,3,115,35,0,0,0,1,0.0
4090,ZCTA5 14143,860Z200US14143,14143,,,1115,52,1063,1026,6,6,5.0,0,20,7,0,0,0,0,0.0
4091,ZCTA5 14145,860Z200US14145,14145,,,1227,13,1214,1176,3,0,3.0,2,30,16,0,0,0,0,0.0
4092,ZCTA5 14150,860Z200US14150,14150,,,33959,1154,32805,30072,1038,122,629.0,59,885,208,2,0,3,0,2.0
4093,ZCTA5 14166,860Z200US14166,14166,,,28,2,26,23,0,0,0.0,0,3,1,0,0,0,0,0.0
4094,ZCTA5 14167,860Z200US14167,14167,,,1278,44,1234,1212,2,1,2.0,1,16,7,0,0,0,0,0.0
4095,ZCTA5 14168,860Z200US14168,14168,,,52,1,51,39,0,10,0.0,2,0,0,0,0,0,0,0.0
4096,ZCTA5 14169,860Z200US14169,14169,,,65,0,65,55,0,0,0.0,0,10,10,0,0,0,0,0.0
4097,ZCTA5 14170,860Z200US14170,14170,,,1851,28,1823,1769,4,1,16.0,3,30,6,0,0,0,0,0.0
4098,ZCTA5 14171,860Z200US14171,14171,,,1518,17,1501,1421,9,12,6.0,1,52,27,0,0,0,0,0.0
4099,ZCTA5 14172,860Z200US14172,14172,,,2641,65,2576,2451,14,18,5.0,6,82,15,0,0,0,0,0.0
4100,ZCTA5 14173,860Z200US14173,14173,,,300,1,299,281,1,0,8.0,0,9,8,0,0,0,0,0.0
4101,ZCTA5 14174,860Z200US14174,14174,,,4609,92,4517,4301,22,36,37.0,15,106,33,0,0,0,0,0.0
4102,ZCTA5 14201,860Z200US14201,14201,,,9798,3241,6557,4362,1588,74,249.0,46,238,31,9,0,1,0,8.0
4103,ZCTA5 14202,860Z200US14202,14202,,,3454,664,2790,1769,805,11,115.0,10,80,12,1,0,2,0,0.0
4104,ZCTA5 14203,860Z200US14203,14203,,,1773,135,1638,903,570,9,79.0,5,72,7,3,0,0,1,0.0
4105,ZCTA5 14204,860Z200US14204,14204,,,7082,919,6163,1433,4407,30,75.0,19,199,10,14,1,1,0,3.0
4106,ZCTA5 14206,860Z200US14206,14206,,,16862,1270,15592,11868,2543,97,432.0,76,576,117,9,1,1,0,2.0
4107,ZCTA5 14207,860Z200US14207,14207,,,18457,3755,14702,8272,3046,208,2435.0,82,659,72,20,0,9,0,4.0
4108,ZCTA5 14208,860Z200US14208,14208,,,9238,553,8685,1334,6674,32,360.0,33,252,16,12,0,10,0,0.0
4109,ZCTA5 14209,860Z200US14209,14209,,,7194,445,6749,3869,2330,12,252.0,33,253,43,10,0,1,0,2.0
4110,ZCTA5 14210,860Z200US14210,14210,,,11842,1293,10549,8776,1078,76,171.0,42,406,103,7,0,2,0,5.0
4111,ZCTA5 14211,860Z200US14211,14211,,,18525,1156,17369,2367,11888,76,2427.0,81,530,15,20,0,1,0,8.0
4112,ZCTA5 14212,860Z200US14212,14212,,,9390,649,8741,3461,3305,54,1551.0,45,325,24,16,0,3,0,9.0
4113,ZCTA5 14213,860Z200US14213,14213,,,19407,4122,15285,8220,3793,192,2293.0,113,674,79,16,4,10,0,22.0
4114,ZCTA5 14214,860Z200US14214,14214,,,17085,985,16100,7893,5662,35,1901.0,91,518,53,22,0,14,0,0.0
4115,ZCTA5 14215,860Z200US14215,14215,,,30938,1646,29292,4042,22402,54,1786.0,144,864,43,58,1,2,0,0.0
4116,ZCTA5 14216,860Z200US14216,14216,,,19279,1312,17967,13653,3031,108,432.0,80,663,100,16,1,0,0,1.0
4117,ZCTA5 14217,860Z200US14217,14217,,,18890,762,18128,16220,893,83,372.0,35,525,113,5,0,1,2,4.0
4118,ZCTA5 14218,860Z200US14218,14218,,,15986,1237,14749,12379,1484,55,223.0,56,552,111,4,0,1,0,4.0
4119,ZCTA5 14219,860Z200US14219,14219,,,9360,348,9012,8464,162,28,78.0,25,255,76,2,0,0,0,0.0
4120,ZCTA5 14220,860Z200US14220,14220,,,19030,1543,17487,15889,785,74,178.0,31,530,122,1,0,5,1,1.0
4121,ZCTA5 14221,860Z200US14221,14221,,,44899,1129,43770,36897,1522,41,4247.0,135,928,268,11,0,4,0,8.0
4122,ZCTA5 14222,860Z200US14222,14222,,,12315,976,11339,8742,1795,55,318.0,69,360,54,8,0,5,0,2.0
4123,ZCTA5 14223,860Z200US14223,14223,,,18402,633,17769,15816,852,43,501.0,58,499,118,12,0,2,0,1.0
4124,ZCTA5 14224,860Z200US14224,14224,,,33542,808,32734,31273,427,56,313.0,55,610,196,5,0,1,1,1.0
4125,ZCTA5 14225,860Z200US14225,14225,,,27811,956,26855,21633,3287,42,995.0,97,801,164,20,0,2,0,5.0
4126,ZCTA5 14226,860Z200US14226,14226,,,23926,800,23126,17596,2326,55,2468.0,94,587,116,14,0,3,1,4.0
4127,ZCTA5 14227,860Z200US14227,14227,,,19532,519,19013,16652,1461,32,499.0,17,352,92,6,0,2,0,0.0
4128,ZCTA5 14228,860Z200US14228,14228,,,19521,731,18790,13188,1707,47,3243.0,79,526,120,5,1,5,0,2.0
4129,ZCTA5 14260,860Z200US14260,14260,,,786,65,721,501,79,1,109.0,9,22,0,0,0,0,0,0.0
4130,ZCTA5 14261,860Z200US14261,14261,,,5645,524,5121,3026,841,5,1086.0,24,139,0,0,0,0,0,1.0
4131,ZCTA5 14301,860Z200US14301,14301,,,9637,526,9111,5404,2775,202,216.0,39,475,39,12,0,1,0,3.0
4132,ZCTA5 14302,860Z200US14302,14302,,,104,0,104,86,14,4,0.0,0,0,0,0,0,0,0,0.0
4133,ZCTA5 14303,860Z200US14303,14303,,,4539,271,4268,2514,1238,108,141.0,19,248,36,4,0,0,0,0.0
4134,ZCTA5 14304,860Z200US14304,14304,,,23815,546,23269,20450,1116,306,532.0,71,794,167,7,0,3,0,4.0
4135,ZCTA5 14305,860Z200US14305,14305,,,12528,546,11982,7368,3719,170,156.0,80,489,71,8,2,2,0,0.0
4136,ZCTA5 14411,860Z200US14411,14411,,,10720,621,10099,8509,1114,51,34.0,14,377,123,0,0,2,0,0.0
4137,ZCTA5 14413,860Z200US14413,14413,,,141,52,89,68,12,0,0.0,0,9,0,0,0,0,0,0.0
4138,ZCTA5 14414,860Z200US14414,14414,,,5500,180,5320,5004,56,14,34.0,29,183,59,0,0,0,0,0.0
4139,ZCTA5 14415,860Z200US14415,14415,,,154,0,154,152,0,0,0.0,0,2,2,0,0,0,0,0.0
4140,ZCTA5 14416,860Z200US14416,14416,,,3221,238,2983,2825,12,7,26.0,17,96,28,1,0,0,0,0.0
4141,ZCTA5 14418,860Z200US14418,14418,,,988,5,983,937,5,0,3.0,0,38,16,0,0,0,0,0.0
4142,ZCTA5 14420,860Z200US14420,14420,,,16150,766,15384,13748,698,25,206.0,56,651,224,11,0,0,0,1.0
4143,ZCTA5 14422,860Z200US14422,14422,,,1772,56,1716,1651,5,2,1.0,1,56,21,0,0,0,0,0.0
4144,ZCTA5 14423,860Z200US14423,14423,,,3618,60,3558,3326,87,4,25.0,14,102,30,1,0,0,0,0.0
4145,ZCTA5 14424,860Z200US14424,14424,,,23456,541,22915,21373,411,33,215.0,86,797,243,10,0,4,0,3.0
4146,ZCTA5 14425,860Z200US14425,14425,,,9751,580,9171,8394,249,20,151.0,36,321,88,2,0,0,0,0.0
4147,ZCTA5 14427,860Z200US14427,14427,,,1529,33,1496,1419,2,2,8.0,4,61,18,0,0,0,0,0.0
4148,ZCTA5 14428,860Z200US14428,14428,,,6746,184,6562,6148,124,4,81.0,26,179,60,4,0,0,0,0.0
4149,ZCTA5 14432,860Z200US14432,14432,,,4603,175,4428,4196,59,2,18.0,6,147,39,0,0,0,0,0.0
4150,ZCTA5 14433,860Z200US14433,14433,,,3413,99,3314,3077,80,4,11.0,5,137,49,0,0,0,0,0.0
4151,ZCTA5 14435,860Z200US14435,14435,,,2282,33,2249,2141,6,11,17.0,2,72,35,0,1,0,0,0.0
4152,ZCTA5 14437,860Z200US14437,14437,,,7254,132,7122,6746,56,22,48.0,11,239,81,0,0,0,1,0.0
4153,ZCTA5 14441,860Z200US14441,14441,,,276,26,250,233,6,0,3.0,1,7,1,0,0,0,0,0.0
4154,ZCTA5 14445,860Z200US14445,14445,,,6333,286,6047,5434,236,19,109.0,18,231,62,5,0,4,0,1.0
4155,ZCTA5 14450,860Z200US14450,14450,,,34097,867,33230,30566,697,31,1002.0,93,841,283,9,1,6,0,0.0
4156,ZCTA5 14453,860Z200US14453,14453,,,28,2,26,22,0,0,3.0,0,1,1,0,0,0,0,0.0
4157,ZCTA5 14454,860Z200US14454,14454,,,9268,496,8772,7876,292,10,334.0,52,208,65,2,0,1,0,0.0
4158,ZCTA5 14456,860Z200US14456,14456,,,15980,1779,14201,12411,972,8,278.0,46,486,105,10,0,0,0,1.0
4159,ZCTA5 14462,860Z200US14462,14462,,,463,16,447,430,0,0,2.0,0,15,0,0,0,0,0,0.0
4160,ZCTA5 14463,860Z200US14463,14463,,,146,5,141,137,0,0,0.0,0,4,2,0,0,0,0,0.0
4161,ZCTA5 14464,860Z200US14464,14464,,,5552,206,5346,5011,102,20,23.0,15,175,60,2,0,0,0,0.0
4162,ZCTA5 14466,860Z200US14466,14466,,,1322,15,1307,1245,7,3,4.0,3,45,22,0,0,0,0,0.0
4163,ZCTA5 14467,860Z200US14467,14467,,,7708,256,7452,6035,512,6,609.0,39,251,70,5,0,1,0,0.0
4164,ZCTA5 14468,860Z200US14468,14468,,,14780,377,14403,13587,254,35,94.0,48,385,133,3,0,2,0,0.0
4165,ZCTA5 14469,860Z200US14469,14469,,,5139,118,5021,4748,24,16,19.0,22,192,64,0,0,0,0,0.0
4166,ZCTA5 14470,860Z200US14470,14470,,,6172,223,5949,5610,47,26,28.0,23,215,81,0,0,1,0,0.0
4167,ZCTA5 14471,860Z200US14471,14471,,,2216,34,2182,2107,8,3,6.0,7,51,19,0,0,0,0,0.0
4168,ZCTA5 14472,860Z200US14472,14472,,,6703,141,6562,6209,48,16,77.0,25,187,73,0,0,1,0,1.0
4169,ZCTA5 14475,860Z200US14475,14475,,,251,7,244,238,0,1,1.0,0,4,2,0,0,0,0,0.0
4170,ZCTA5 14476,860Z200US14476,14476,,,1804,51,1753,1670,23,5,0.0,12,43,18,0,0,0,0,0.0
4171,ZCTA5 14477,860Z200US14477,14477,,,1222,35,1187,1114,20,10,0.0,5,38,13,0,0,1,0,0.0
4172,ZCTA5 14478,860Z200US14478,14478,,,1495,54,1441,1345,29,5,23.0,4,35,4,0,0,0,0,1.0
4173,ZCTA5 14479,860Z200US14479,14479,,,201,0,201,191,0,0,0.0,0,10,0,0,0,0,0,0.0
4174,ZCTA5 14480,860Z200US14480,14480,,,676,16,660,622,2,6,9.0,5,16,4,1,0,0,0,0.0
4175,ZCTA5 14481,860Z200US14481,14481,,,1381,69,1312,1248,1,0,12.0,2,49,21,0,0,0,0,0.0
4176,ZCTA5 14482,860Z200US14482,14482,,,6658,148,6510,6117,125,19,29.0,27,193,38,0,0,0,0,0.0
4177,ZCTA5 14485,860Z200US14485,14485,,,3276,86,3190,3010,29,4,29.0,9,109,39,0,3,0,0,0.0
4178,ZCTA5 14486,860Z200US14486,14486,,,250,11,239,229,1,0,1.0,1,7,0,3,0,0,0,0.0
4179,ZCTA5 14487,860Z200US14487,14487,,,4685,85,4600,4355,38,3,23.0,10,171,58,2,0,0,0,0.0
4180,ZCTA5 14489,860Z200US14489,14489,,,5720,246,5474,4882,293,8,13.0,15,263,85,2,0,1,0,1.0
4181,ZCTA5 14502,860Z200US14502,14502,,,8417,215,8202,7698,96,21,96.0,25,266,74,5,0,0,0,0.0
4182,ZCTA5 14504,860Z200US14504,14504,,,1362,54,1308,1271,4,7,2.0,0,24,7,0,0,0,0,0.0
4183,ZCTA5 14505,860Z200US14505,14505,,,4122,160,3962,3721,45,9,3.0,15,169,50,0,0,0,0,0.0
4184,ZCTA5 14506,860Z200US14506,14506,,,1006,16,990,938,5,2,18.0,0,27,13,0,0,0,0,0.0
4185,ZCTA5 14507,860Z200US14507,14507,,,1033,18,1015,991,4,2,0.0,1,17,7,0,0,0,0,0.0
4186,ZCTA5 14510,860Z200US14510,14510,,,3821,384,3437,3211,38,16,29.0,13,130,31,2,0,0,0,0.0
4187,ZCTA5 14511,860Z200US14511,14511,,,404,4,400,376,5,1,0.0,1,17,10,0,0,0,0,0.0
4188,ZCTA5 14512,860Z200US14512,14512,,,3641,33,3608,3442,12,7,34.0,1,112,29,1,0,0,0,1.0
4189,ZCTA5 14513,860Z200US14513,14513,,,10645,661,9984,9033,485,12,63.0,30,361,115,0,0,0,0,2.0
4190,ZCTA5 14514,860Z200US14514,14514,,,5118,211,4907,4242,350,7,135.0,17,156,47,6,0,0,0,0.0
4191,ZCTA5 14515,860Z200US14515,14515,,,48,2,46,33,4,0,3.0,1,5,0,0,0,0,0,0.0
4192,ZCTA5 14516,860Z200US14516,14516,,,1706,55,1651,1574,25,2,4.0,1,45,12,2,0,0,0,0.0
4193,ZCTA5 14517,860Z200US14517,14517,,,2082,42,2040,1928,11,2,5.0,5,89,43,0,0,0,0,0.0
4194,ZCTA5 14519,860Z200US14519,14519,,,9695,234,9461,8952,124,23,62.0,40,260,67,1,0,0,1,0.0
4195,ZCTA5 14521,860Z200US14521,14521,,,2751,118,2633,2225,285,4,22.0,3,94,13,0,0,0,0,0.0
4196,ZCTA5 14522,860Z200US14522,14522,,,7155,156,6999,6597,49,22,34.0,15,282,87,3,0,0,0,0.0
4197,ZCTA5 14525,860Z200US14525,14525,,,2283,67,2216,2120,16,1,9.0,10,60,32,1,0,0,0,0.0
4198,ZCTA5 14526,860Z200US14526,14526,,,16239,474,15765,14387,362,17,577.0,34,388,163,6,0,2,0,3.0
4199,ZCTA5 14527,860Z200US14527,14527,,,9733,250,9483,9107,69,10,38.0,38,221,63,0,0,3,0,2.0
4200,ZCTA5 14529,860Z200US14529,14529,,,53,0,53,52,1,0,0.0,0,0,0,0,0,0,0,0.0
4201,ZCTA5 14530,860Z200US14530,14530,,,5389,423,4966,4180,565,14,39.0,7,161,71,0,0,0,0,0.0
4202,ZCTA5 14532,860Z200US14532,14532,,,3306,95,3211,3057,29,5,7.0,17,96,33,0,0,0,0,0.0
4203,ZCTA5 14533,860Z200US14533,14533,,,1403,64,1339,1278,6,0,5.0,1,49,5,0,0,0,0,0.0
4204,ZCTA5 14534,860Z200US14534,14534,,,25094,592,24502,20746,523,31,2494.0,79,629,255,7,0,1,0,1.0
4205,ZCTA5 14536,860Z200US14536,14536,,,491,6,485,453,9,2,3.0,3,15,7,0,0,0,0,0.0
4206,ZCTA5 14537,860Z200US14537,14537,,,174,0,174,170,0,0,0.0,0,4,0,0,0,0,0,0.0
4207,ZCTA5 14539,860Z200US14539,14539,,,183,0,183,182,0,0,1.0,0,0,0,0,0,0,0,0.0
4208,ZCTA5 14541,860Z200US14541,14541,,,2752,267,2485,1838,557,14,10.0,4,62,22,0,0,0,0,0.0
4209,ZCTA5 14542,860Z200US14542,14542,,,47,6,41,40,0,0,0.0,0,1,0,0,0,0,0,0.0
4210,ZCTA5 14543,860Z200US14543,14543,,,2618,57,2561,2378,35,6,57.0,15,70,35,1,0,3,0,0.0
4211,ZCTA5 14544,860Z200US14544,14544,,,1549,17,1532,1471,5,3,6.0,5,42,8,0,0,0,0,0.0
4212,ZCTA5 14545,860Z200US14545,14545,,,126,2,124,116,1,0,0.0,0,7,2,0,0,0,0,0.0
4213,ZCTA5 14546,860Z200US14546,14546,,,3937,137,3800,3417,138,20,71.0,20,134,36,1,0,0,0,0.0
4214,ZCTA5 14548,860Z200US14548,14548,,,3232,89,3143,2961,24,13,24.0,9,112,38,3,0,0,0,0.0
4215,ZCTA5 14549,860Z200US14549,14549,,,121,0,121,121,0,0,0.0,0,0,0,0,0,0,0,0.0
4216,ZCTA5 14550,860Z200US14550,14550,,,1221,20,1201,1161,0,2,3.0,1,34,12,0,0,0,0,0.0
4217,ZCTA5 14551,860Z200US14551,14551,,,4118,356,3762,3204,321,14,22.0,12,189,70,1,0,0,0,1.0
4218,ZCTA5 14555,860Z200US14555,14555,,,822,25,797,750,15,0,2.0,1,29,11,0,0,0,0,0.0
4219,ZCTA5 14556,860Z200US14556,14556,,,862,123,739,378,341,12,2.0,0,6,0,1,0,1,0,0.0
4220,ZCTA5 14557,860Z200US14557,14557,,,108,1,107,102,0,1,2.0,0,2,0,0,0,0,0,0.0
4221,ZCTA5 14559,860Z200US14559,14559,,,14206,391,13815,13045,249,16,117.0,26,362,134,2,0,0,0,0.0
4222,ZCTA5 14560,860Z200US14560,14560,,,1714,33,1681,1599,10,7,2.0,3,60,27,1,0,0,0,0.0
4223,ZCTA5 14561,860Z200US14561,14561,,,2270,86,2184,2063,15,4,5.0,16,81,31,0,0,0,0,0.0
4224,ZCTA5 14564,860Z200US14564,14564,,,12536,321,12215,11460,114,27,309.0,35,270,106,0,0,2,0,0.0
4225,ZCTA5 14568,860Z200US14568,14568,,,4685,123,4562,4322,28,4,42.0,8,158,57,0,0,1,0,0.0
4226,ZCTA5 14569,860Z200US14569,14569,,,5152,126,5026,4771,23,14,50.0,9,159,42,0,0,0,0,0.0
4227,ZCTA5 14571,860Z200US14571,14571,,,1008,100,908,826,28,3,9.0,3,39,14,0,0,0,0,0.0
4228,ZCTA5 14572,860Z200US14572,14572,,,3711,41,3670,3489,16,16,14.0,9,126,41,0,0,0,0,0.0
4229,ZCTA5 14580,860Z200US14580,14580,,,43333,1607,41726,38324,1139,42,1059.0,115,1047,335,20,1,1,0,2.0
4230,ZCTA5 14585,860Z200US14585,14585,,,168,0,168,166,0,0,0.0,0,2,1,0,0,0,0,0.0
4231,ZCTA5 14586,860Z200US14586,14586,,,10167,478,9689,6348,1042,17,1920.0,37,325,67,11,1,0,0,0.0
4232,ZCTA5 14588,860Z200US14588,14588,,,4,1,3,3,0,0,0.0,0,0,0,0,0,0,0,0.0
4233,ZCTA5 14589,860Z200US14589,14589,,,6050,314,5736,5281,181,19,18.0,8,229,52,4,0,0,0,0.0
4234,ZCTA5 14590,860Z200US14590,14590,,,3886,120,3766,3556,68,8,24.0,7,103,40,5,0,0,0,0.0
4235,ZCTA5 14591,860Z200US14591,14591,,,1171,24,1147,1102,0,1,2.0,0,42,8,0,0,0,0,0.0
4236,ZCTA5 14592,860Z200US14592,14592,,,179,3,176,171,4,0,0.0,0,1,0,0,0,0,0,0.0
4237,ZCTA5 14604,860Z200US14604,14604,,,2994,381,2613,1542,681,4,262.0,14,110,22,8,0,0,2,0.0
4238,ZCTA5 14605,860Z200US14605,14605,,,8496,2987,5509,969,3869,16,364.0,25,266,17,9,0,0,0,3.0
4239,ZCTA5 14606,860Z200US14606,14606,,,21873,2887,18986,12150,4746,68,1217.0,65,740,153,17,0,4,0,0.0
4240,ZCTA5 14607,860Z200US14607,14607,,,15304,965,14339,11614,1640,16,415.0,77,577,133,4,0,1,0,1.0
4241,ZCTA5 14608,860Z200US14608,14608,,,9815,1340,8475,2376,4971,35,641.0,53,399,33,31,2,1,0,3.0
4242,ZCTA5 14609,860Z200US14609,14609,,,31944,5196,26748,15954,9180,79,365.0,101,1069,170,35,0,7,0,4.0
4243,ZCTA5 14610,860Z200US14610,14610,,,12206,505,11701,10074,804,23,355.0,50,395,102,6,1,0,0,3.0
4244,ZCTA5 14611,860Z200US14611,14611,,,13718,1682,12036,3038,7898,65,445.0,48,542,45,30,0,0,0,2.0
4245,ZCTA5 14612,860Z200US14612,14612,,,28535,1809,26726,23137,1993,60,539.0,107,890,259,6,0,3,0,1.0
4246,ZCTA5 14613,860Z200US14613,14613,,,10297,1946,8351,2726,4545,43,570.0,57,410,43,27,0,2,0,0.0
4247,ZCTA5 14614,860Z200US14614,14614,,,1057,100,957,393,512,2,36.0,0,14,0,0,0,1,0,0.0
