,name,geo_id_raw,ZCTA5,State_FIPS20,County_FIPS20,Total_Pop,Hispanic_Total,Non_Hispanic_Total,NH_White_alone,NH_Black_alone,NH_AIAN_alone,NH_API_alone,NH_Other_alone,NH_Mult_Total,NH_White_Other,NH_Black_Other,NH_AIAN_Other,NH_Asian_HPI,NH_Asian_HPI_Other,NH_API_Other
0,ZCTA5 00601,860Z200US00601,00601,,,14157,14104,53,37,1,0,0.0,5,10,7,0,0,0,0,0.0
1,ZCTA5 00602,860Z200US00602,00602,,,31500,31258,242,190,10,0,10.0,12,20,5,1,0,0,0,0.0
2,ZCTA5 00603,860Z200US00603,00603,,,41255,40571,684,490,68,5,43.0,29,49,19,0,0,0,0,0.0
3,ZCTA5 00606,860Z200US00606,00606,,,4135,4103,32,26,1,0,0.0,0,5,1,0,0,0,0,0.0
4,ZCTA5 00610,860Z200US00610,00610,,,21563,21373,190,141,14,0,9.0,12,14,8,0,0,0,0,0.0
5,ZCTA5 00611,860Z200US00611,00611,,,1389,1372,17,12,0,0,2.0,2,1,1,0,0,0,0,0.0
6,ZCTA5 00612,860Z200US00612,00612,,,52172,51715,457,333,42,0,33.0,35,14,5,0,0,0,0,0.0
7,ZCTA5 00616,860Z200US00616,00616,,,8208,8167,41,27,7,0,0.0,5,2,0,0,0,0,0,0.0
8,ZCTA5 00617,860Z200US00617,00617,,,18340,18251,89,55,8,12,1.0,7,6,0,0,0,0,0,0.0
9,ZCTA5 00622,860Z200US00622,00622,,,6649,6516,133,108,15,0,2.0,3,5,2,0,0,0,0,0.0
10,ZCTA5 00623,860Z200US00623,00623,,,32796,32408,388,289,19,3,30.0,29,18,5,0,0,0,0,0.0
11,ZCTA5 00624,860Z200US00624,00624,,,17567,17487,80,47,16,0,8.0,5,4,0,0,0,0,0,0.0
12,ZCTA5 00627,860Z200US00627,00627,,,27244,26982,262,220,8,3,5.0,11,15,1,5,0,0,0,0.0
13,ZCTA5 00631,860Z200US00631,00631,,,1165,1161,4,3,0,0,0.0,1,0,0,0,0,0,0,0.0
14,ZCTA5 00636,860Z200US00636,00636,,,492,482,10,9,1,0,0.0,0,0,0,0,0,0,0,0.0
15,ZCTA5 00637,860Z200US00637,00637,,,19136,19020,116,85,10,1,4.0,11,5,4,1,0,0,0,0.0
16,ZCTA5 00638,860Z200US00638,00638,,,14695,14600,95,52,5,3,14.0,18,3,0,0,0,0,0,0.0
17,ZCTA5 00641,860Z200US00641,00641,,,20200,20043,157,129,8,0,11.0,7,2,2,0,0,0,0,0.0
18,ZCTA5 00646,860Z200US00646,00646,,,29404,28509,895,686,54,3,69.0,29,54,12,8,0,0,0,0.0
19,ZCTA5 00647,860Z200US00647,00647,,,3960,3924,36,30,2,0,0.0,3,1,0,0,0,0,0,0.0
20,ZCTA5 00650,860Z200US00650,00650,,,11109,11054,55,34,6,0,4.0,7,4,1,0,0,0,0,0.0
21,ZCTA5 00652,860Z200US00652,00652,,,3227,3216,11,6,0,0,2.0,2,1,0,0,0,0,0,0.0
22,ZCTA5 00653,860Z200US00653,00653,,,7614,7535,79,59,12,0,0.0,3,5,1,3,0,0,0,0.0
23,ZCTA5 00656,860Z200US00656,00656,,,14841,14787,54,26,3,0,3.0,5,17,7,0,0,0,0,0.0
24,ZCTA5 00659,860Z200US00659,00659,,,31043,30771,272,183,37,2,20.0,7,23,8,0,0,0,0,2.0
25,ZCTA5 00660,860Z200US00660,00660,,,13211,13106,105,68,14,1,7.0,8,7,0,0,0,0,0,0.0
26,ZCTA5 00662,860Z200US00662,00662,,,33752,33282,470,357,33,1,23.0,31,25,10,0,0,0,0,0.0
27,ZCTA5 00664,860Z200US00664,00664,,,12184,12119,65,49,5,0,3.0,7,1,0,0,0,0,0,1.0
28,ZCTA5 00667,860Z200US00667,00667,,,19722,19553,169,122,20,0,5.0,18,4,1,0,0,0,0,0.0
29,ZCTA5 00669,860Z200US00669,00669,,,23216,23028,188,114,9,5,5.0,44,11,4,3,0,0,0,0.0
30,ZCTA5 00670,860Z200US00670,00670,,,7246,7189,57,36,6,0,4.0,4,7,6,0,0,0,0,0.0
31,ZCTA5 00674,860Z200US00674,00674,,,32559,32297,262,174,31,0,17.0,31,9,4,2,0,0,0,0.0
32,ZCTA5 00676,860Z200US00676,00676,,,30097,29970,127,71,22,2,9.0,13,10,9,0,0,0,0,0.0
33,ZCTA5 00677,860Z200US00677,00677,,,13030,12344,686,612,24,6,11.0,9,24,11,4,0,0,0,0.0
34,ZCTA5 00678,860Z200US00678,00678,,,21010,20830,180,143,7,0,9.0,3,18,0,2,0,0,0,0.0
35,ZCTA5 00680,860Z200US00680,00680,,,39196,38849,347,242,38,4,28.0,15,20,2,3,0,0,0,0.0
36,ZCTA5 00682,860Z200US00682,00682,,,23706,23181,525,373,56,0,49.0,24,23,5,2,0,0,0,10.0
37,ZCTA5 00683,860Z200US00683,00683,,,24832,24637,195,134,23,1,16.0,11,10,5,0,0,0,0,0.0
38,ZCTA5 00685,860Z200US00685,00685,,,33380,33179,201,144,14,4,5.0,24,10,4,0,0,0,0,2.0
39,ZCTA5 00687,860Z200US00687,00687,,,23344,23249,95,73,1,2,5.0,7,7,1,0,0,0,0,1.0
40,ZCTA5 00688,860Z200US00688,00688,,,10436,10371,65,47,9,0,5.0,4,0,0,0,0,0,0,0.0
41,ZCTA5 00690,860Z200US00690,00690,,,4414,4353,61,41,9,0,5.0,3,3,1,0,0,0,0,0.0
42,ZCTA5 00692,860Z200US00692,00692,,,26683,26346,337,199,47,5,32.0,45,9,2,0,0,0,0,0.0
43,ZCTA5 00693,860Z200US00693,00693,,,46052,45680,372,254,31,10,12.0,24,41,14,1,0,0,0,0.0
44,ZCTA5 00694,860Z200US00694,00694,,,202,200,2,2,0,0,0.0,0,0,0,0,0,0,0,0.0
45,ZCTA5 00698,860Z200US00698,00698,,,28317,28150,167,115,10,3,16.0,10,13,8,0,0,0,0,0.0
46,ZCTA5 00703,860Z200US00703,00703,,,20962,20851,111,81,6,1,5.0,9,9,5,0,0,0,0,0.0
47,ZCTA5 00704,860Z200US00704,00704,,,5604,5536,68,54,13,0,0.0,0,1,0,0,0,0,0,0.0
48,ZCTA5 00705,860Z200US00705,00705,,,20092,19911,181,110,14,0,3.0,27,27,21,0,0,0,0,0.0
49,ZCTA5 00707,860Z200US00707,00707,,,8801,8752,49,28,16,0,2.0,0,3,3,0,0,0,0,0.0
50,ZCTA5 00714,860Z200US00714,00714,,,12937,12821,116,56,26,1,6.0,18,9,2,0,0,0,0,1.0
51,ZCTA5 00715,860Z200US00715,00715,,,1979,1966,13,7,2,0,0.0,2,2,1,0,0,0,0,0.0
52,ZCTA5 00716,860Z200US00716,00716,,,23469,23227,242,170,14,3,29.0,13,13,4,0,0,0,0,0.0
53,ZCTA5 00717,860Z200US00717,00717,,,11782,11643,139,81,20,0,12.0,14,12,4,0,0,0,0,2.0
54,ZCTA5 00718,860Z200US00718,00718,,,18865,18679,186,130,13,0,14.0,16,13,4,3,0,2,0,0.0
55,ZCTA5 00719,860Z200US00719,00719,,,24542,24439,103,82,10,2,1.0,4,4,3,0,0,0,0,0.0
56,ZCTA5 00720,860Z200US00720,00720,,,16514,16434,80,53,14,4,3.0,4,2,2,0,0,0,0,0.0
57,ZCTA5 00723,860Z200US00723,00723,,,13465,13370,95,61,16,0,0.0,8,10,3,0,0,0,0,0.0
58,ZCTA5 00725,860Z200US00725,00725,,,64613,64111,502,289,62,9,33.0,62,47,23,5,0,0,0,0.0
59,ZCTA5 00727,860Z200US00727,00727,,,44868,44508,360,208,31,2,51.0,39,29,15,2,0,0,0,0.0
60,ZCTA5 00728,860Z200US00728,00728,,,30628,30364,264,194,23,1,27.0,8,11,4,0,0,0,0,0.0
61,ZCTA5 00729,860Z200US00729,00729,,,38606,38322,284,133,83,3,21.0,17,27,4,4,0,4,0,0.0
62,ZCTA5 00730,860Z200US00730,00730,,,25424,25239,185,123,21,8,7.0,10,16,10,1,0,0,0,0.0
63,ZCTA5 00731,860Z200US00731,00731,,,10209,10137,72,48,8,1,5.0,6,4,3,0,0,0,0,0.0
64,ZCTA5 00735,860Z200US00735,00735,,,9350,9154,196,134,24,4,11.0,18,5,0,0,0,1,0,0.0
65,ZCTA5 00736,860Z200US00736,00736,,,38197,37945,252,159,28,6,20.0,13,26,0,2,7,0,0,1.0
66,ZCTA5 00738,860Z200US00738,00738,,,25337,24884,453,259,88,9,25.0,45,27,14,1,0,0,0,0.0
67,ZCTA5 00739,860Z200US00739,00739,,,28864,28709,155,117,11,0,0.0,23,4,2,0,0,0,0,0.0
68,ZCTA5 00740,860Z200US00740,00740,,,1214,1165,49,27,12,0,2.0,7,1,1,0,0,0,0,0.0
69,ZCTA5 00741,860Z200US00741,00741,,,2924,2886,38,13,19,0,0.0,1,5,2,0,0,0,0,0.0
70,ZCTA5 00745,860Z200US00745,00745,,,39520,38992,528,348,83,6,34.0,30,27,12,2,0,0,0,3.0
71,ZCTA5 00751,860Z200US00751,00751,,,16086,15963,123,95,10,0,0.0,17,1,0,0,0,0,0,0.0
72,ZCTA5 00754,860Z200US00754,00754,,,30375,30227,148,97,3,4,9.0,23,12,4,1,0,0,0,1.0
73,ZCTA5 00757,860Z200US00757,00757,,,16378,16282,96,51,4,2,15.0,12,12,8,0,0,0,0,0.0
74,ZCTA5 00765,860Z200US00765,00765,,,6693,6075,618,507,38,15,3.0,46,9,5,0,0,0,0,0.0
75,ZCTA5 00766,860Z200US00766,00766,,,18279,18205,74,55,3,5,1.0,6,4,3,0,0,0,0,0.0
76,ZCTA5 00767,860Z200US00767,00767,,,25640,25481,159,115,12,1,6.0,14,11,8,0,0,0,0,0.0
77,ZCTA5 00769,860Z200US00769,00769,,,27959,27785,174,84,13,3,13.0,41,20,16,1,0,0,0,0.0
78,ZCTA5 00771,860Z200US00771,00771,,,28522,28351,171,104,27,0,13.0,15,12,2,3,0,0,0,0.0
79,ZCTA5 00772,860Z200US00772,00772,,,14601,14522,79,24,43,1,8.0,1,2,2,0,0,0,0,0.0
80,ZCTA5 00773,860Z200US00773,00773,,,14785,14307,478,363,50,3,24.0,21,17,10,1,0,0,0,0.0
81,ZCTA5 00775,860Z200US00775,00775,,,1522,1335,187,171,0,0,3.0,4,9,0,0,0,0,0,0.0
82,ZCTA5 00777,860Z200US00777,00777,,,30387,30188,199,122,28,4,1.0,36,8,1,0,0,0,0,0.0
83,ZCTA5 00778,860Z200US00778,00778,,,33591,33313,278,175,41,10,9.0,25,18,3,0,0,0,0,0.0
84,ZCTA5 00780,860Z200US00780,00780,,,11822,11739,83,58,8,1,7.0,1,8,5,0,0,0,0,0.0
85,ZCTA5 00782,860Z200US00782,00782,,,14603,14534,69,38,8,0,0.0,19,4,0,0,0,1,0,0.0
86,ZCTA5 00783,860Z200US00783,00783,,,27797,27653,144,86,14,0,15.0,22,7,0,2,0,0,0,0.0
87,ZCTA5 00784,860Z200US00784,00784,,,30136,29930,206,120,18,2,23.0,23,20,12,1,2,0,0,0.0
88,ZCTA5 00786,860Z200US00786,00786,,,232,232,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0
89,ZCTA5 00791,860Z200US00791,00791,,,39308,38508,800,621,62,0,59.0,30,28,9,0,0,0,0,0.0
90,ZCTA5 00794,860Z200US00794,00794,,,23261,23205,56,35,6,0,6.0,9,0,0,0,0,0,0,0.0
91,ZCTA5 00795,860Z200US00795,00795,,,35301,35104,197,117,37,1,7.0,21,14,10,0,0,0,0,0.0
92,ZCTA5 00901,860Z200US00901,00901,,,5409,4883,526,408,33,0,46.0,20,19,8,1,0,0,0,0.0
93,ZCTA5 00906,860Z200US00906,00906,,,158,109,49,26,4,0,13.0,0,6,4,0,0,0,0,0.0
94,ZCTA5 00907,860Z200US00907,00907,,,14958,13610,1348,952,105,2,209.0,27,53,26,6,0,1,0,1.0
95,ZCTA5 00909,860Z200US00909,00909,,,5911,5586,325,218,52,2,21.0,20,12,6,1,0,0,0,0.0
96,ZCTA5 00911,860Z200US00911,00911,,,6624,5894,730,593,33,3,56.0,13,32,14,4,0,0,0,1.0
97,ZCTA5 00912,860Z200US00912,00912,,,5180,5035,145,74,43,2,7.0,7,12,4,0,0,0,0,1.0
98,ZCTA5 00913,860Z200US00913,00913,,,5322,5091,231,184,22,1,6.0,10,8,4,1,0,0,0,0.0
99,ZCTA5 00915,860Z200US00915,00915,,,20674,20380,294,106,129,3,7.0,16,33,8,5,0,0,0,0.0
100,ZCTA5 00917,860Z200US00917,00917,,,15183,14950,233,111,48,7,28.0,8,31,15,7,0,0,0,0.0
101,ZCTA5 00918,860Z200US00918,00918,,,15241,14906,335,197,33,1,60.0,19,25,14,3,0,0,0,1.0
102,ZCTA5 00920,860Z200US00920,00920,,,12784,12591,193,84,56,3,22.0,8,20,5,2,0,0,0,0.0
103,ZCTA5 00921,860Z200US00921,00921,,,26397,26061,336,176,67,0,40.0,26,27,11,0,0,0,0,0.0
104,ZCTA5 00923,860Z200US00923,00923,,,19472,19217,255,129,68,4,14.0,11,29,4,1,0,0,0,3.0
105,ZCTA5 00924,860Z200US00924,00924,,,40592,40127,465,260,95,1,43.0,24,42,12,7,0,0,0,0.0
106,ZCTA5 00925,860Z200US00925,00925,,,5017,4883,134,50,36,2,21.0,12,13,4,0,0,0,0,2.0
107,ZCTA5 00926,860Z200US00926,00926,,,80939,79904,1035,667,118,10,106.0,64,70,30,6,0,0,0,0.0
108,ZCTA5 00927,860Z200US00927,00927,,,12486,12239,247,170,17,4,32.0,6,18,8,0,0,0,0,0.0
109,ZCTA5 00934,860Z200US00934,00934,,,182,136,46,31,11,0,0.0,2,2,2,0,0,0,0,0.0
110,ZCTA5 00949,860Z200US00949,00949,,,56573,55942,631,378,107,1,72.0,37,36,21,2,0,0,0,0.0
111,ZCTA5 00950,860Z200US00950,00950,,,5,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0
112,ZCTA5 00951,860Z200US00951,00951,,,336,335,1,0,1,0,0.0,0,0,0,0,0,0,0,0.0
113,ZCTA5 00952,860Z200US00952,00952,,,7446,7393,53,15,22,1,0.0,13,2,1,1,0,0,0,0.0
114,ZCTA5 00953,860Z200US00953,00953,,,54008,53672,336,202,28,4,31.0,37,34,14,0,0,0,0,0.0
115,ZCTA5 00956,860Z200US00956,00956,,,59869,59348,521,332,70,5,27.0,47,40,17,7,0,0,0,0.0
116,ZCTA5 00957,860Z200US00957,00957,,,33317,33034,283,168,35,6,31.0,29,14,4,1,0,0,0,0.0
117,ZCTA5 00959,860Z200US00959,00959,,,36410,35801,609,415,67,3,58.0,27,39,25,3,0,0,0,0.0
118,ZCTA5 00960,860Z200US00960,00960,,,2874,2826,48,38,8,0,0.0,2,0,0,0,0,0,0,0.0
119,ZCTA5 00961,860Z200US00961,00961,,,23812,23520,292,187,26,4,38.0,13,24,12,3,0,0,0,0.0
120,ZCTA5 00962,860Z200US00962,00962,,,16078,15936,142,89,27,0,14.0,9,3,0,3,0,0,0,0.0
121,ZCTA5 00965,860Z200US00965,00965,,,5325,4944,381,197,160,2,2.0,15,5,2,0,0,0,0,0.0
122,ZCTA5 00966,860Z200US00966,00966,,,14223,13933,290,214,17,3,17.0,17,22,7,0,0,0,0,0.0
123,ZCTA5 00968,860Z200US00968,00968,,,3330,3239,91,57,6,1,19.0,3,5,4,1,0,0,0,0.0
124,ZCTA5 00969,860Z200US00969,00969,,,32474,31854,620,431,53,3,65.0,22,46,23,3,0,0,0,0.0
125,ZCTA5 00971,860Z200US00971,00971,,,23939,23733,206,135,21,0,21.0,10,19,5,1,0,0,0,0.0
126,ZCTA5 00976,860Z200US00976,00976,,,49472,49008,464,294,56,0,37.0,31,46,14,3,0,0,0,0.0
127,ZCTA5 00979,860Z200US00979,00979,,,13223,12481,742,558,63,1,64.0,12,44,22,1,0,0,0,0.0
128,ZCTA5 00982,860Z200US00982,00982,,,11825,11692,133,77,14,0,20.0,12,10,4,0,0,0,0,0.0
129,ZCTA5 00983,860Z200US00983,00983,,,26673,26291,382,243,63,2,31.0,29,14,4,1,0,0,0,0.0
130,ZCTA5 00985,860Z200US00985,00985,,,26389,26081,308,168,69,3,20.0,30,18,5,0,0,0,0,0.0
131,ZCTA5 00987,860Z200US00987,00987,,,48248,47737,511,291,63,4,94.0,38,21,3,0,0,0,0,0.0
132,ZCTA5 01001,860Z200US01001,01001,,,14019,793,13226,12103,295,23,390.0,42,373,103,5,0,2,0,2.0
133,ZCTA5 01002,860Z200US01002,01002,,,23853,2055,21798,15493,1183,42,3894.0,149,1037,162,81,2,10,0,5.0
134,ZCTA5 01003,860Z200US01003,01003,,,13181,1140,12041,8005,864,14,2675.0,8,475,0,3,0,2,0,1.0
135,ZCTA5 01005,860Z200US01005,01005,,,3889,104,3785,3596,29,7,22.0,19,112,45,3,0,0,0,2.0
136,ZCTA5 01007,860Z200US01007,01007,,,12248,415,11833,10840,198,6,316.0,52,421,145,14,2,3,0,1.0
137,ZCTA5 01008,860Z200US01008,01008,,,1099,25,1074,1037,0,2,4.0,4,27,11,0,0,0,0,0.0
138,ZCTA5 01009,860Z200US01009,01009,,,779,24,755,697,4,0,12.0,5,37,10,0,0,0,0,0.0
139,ZCTA5 01010,860Z200US01010,01010,,,3021,79,2942,2772,22,8,25.0,2,113,46,0,0,0,0,0.0
140,ZCTA5 01011,860Z200US01011,01011,,,1020,20,1000,947,0,9,2.0,2,40,7,0,0,0,0,0.0
141,ZCTA5 01012,860Z200US01012,01012,,,440,12,428,411,0,0,0.0,5,12,4,0,0,0,0,0.0
142,ZCTA5 01013,860Z200US01013,01013,,,18521,4982,13539,11743,814,30,270.0,94,588,157,21,0,3,0,0.0
143,ZCTA5 01020,860Z200US01020,01020,,,24349,3483,20866,18796,741,42,468.0,66,753,211,8,0,4,0,7.0
144,ZCTA5 01022,860Z200US01022,01022,,,1872,238,1634,1405,159,11,27.0,0,32,5,0,0,0,0,0.0
145,ZCTA5 01026,860Z200US01026,01026,,,864,18,846,793,4,1,3.0,7,38,12,0,0,0,0,0.0
146,ZCTA5 01027,860Z200US01027,01027,,,15089,779,14310,13232,153,27,365.0,58,475,179,2,0,1,0,0.0
147,ZCTA5 01028,860Z200US01028,01028,,,13065,560,12505,11440,293,1,426.0,25,320,101,7,0,1,0,1.0
148,ZCTA5 01029,860Z200US01029,01029,,,643,3,640,617,0,0,6.0,0,17,6,1,0,0,0,0.0
149,ZCTA5 01030,860Z200US01030,01030,,,9538,426,9112,8504,132,5,184.0,31,256,93,3,0,0,0,0.0
150,ZCTA5 01031,860Z200US01031,01031,,,1132,26,1106,1037,10,8,0.0,4,47,16,0,0,0,0,0.0
151,ZCTA5 01032,860Z200US01032,01032,,,397,14,383,377,0,0,0.0,0,6,4,0,0,0,0,0.0
152,ZCTA5 01033,860Z200US01033,01033,,,5024,172,4852,4521,58,6,120.0,6,141,35,2,2,1,0,0.0
153,ZCTA5 01034,860Z200US01034,01034,,,1652,27,1625,1549,3,6,16.0,0,51,17,0,0,0,0,0.0
154,ZCTA5 01035,860Z200US01035,01035,,,4558,228,4330,3824,65,2,289.0,9,141,35,32,0,2,0,4.0
155,ZCTA5 01036,860Z200US01036,01036,,,4162,117,4045,3878,31,1,28.0,2,105,38,0,0,0,0,0.0
156,ZCTA5 01037,860Z200US01037,01037,,,568,8,560,533,3,1,0.0,2,21,13,0,0,0,0,0.0
157,ZCTA5 01038,860Z200US01038,01038,,,2147,35,2112,2025,13,6,13.0,7,48,18,0,0,2,0,0.0
158,ZCTA5 01039,860Z200US01039,01039,,,1262,26,1236,1167,17,5,7.0,4,36,11,0,1,0,0,1.0
159,ZCTA5 01040,860Z200US01040,01040,,,29727,13576,16151,14229,862,33,349.0,120,558,124,25,0,3,0,2.0
160,ZCTA5 01050,860Z200US01050,01050,,,1995,71,1924,1812,9,1,15.0,10,77,22,1,0,0,0,1.0
161,ZCTA5 01053,860Z200US01053,01053,,,1768,75,1693,1572,47,2,17.0,8,47,6,2,0,3,0,0.0
162,ZCTA5 01054,860Z200US01054,01054,,,1592,49,1543,1410,21,2,33.0,13,64,18,1,0,0,0,1.0
163,ZCTA5 01056,860Z200US01056,01056,,,17568,1301,16267,15129,406,9,195.0,31,497,184,5,0,1,0,0.0
164,ZCTA5 01057,860Z200US01057,01057,,,6766,153,6613,6285,45,12,43.0,30,198,53,0,0,1,0,3.0
165,ZCTA5 01060,860Z200US01060,01060,,,12439,1039,11400,9917,323,20,544.0,79,517,172,8,0,1,0,3.0
166,ZCTA5 01062,860Z200US01062,01062,,,8906,604,8302,7542,184,10,207.0,37,322,99,4,0,0,0,2.0
167,ZCTA5 01063,860Z200US01063,01063,,,2077,253,1824,1106,161,0,415.0,10,132,12,1,0,2,0,1.0
168,ZCTA5 01066,860Z200US01066,01066,,,188,10,178,161,4,2,8.0,3,0,0,0,0,0,0,0.0
169,ZCTA5 01068,860Z200US01068,01068,,,1540,49,1491,1422,6,3,8.0,1,51,27,0,0,0,0,0.0
170,ZCTA5 01069,860Z200US01069,01069,,,6976,326,6650,6160,117,21,97.0,14,241,66,0,0,1,0,1.0
171,ZCTA5 01070,860Z200US01070,01070,,,489,16,473,446,2,1,2.0,0,22,7,0,0,0,0,0.0
172,ZCTA5 01071,860Z200US01071,01071,,,1178,31,1147,1100,7,4,2.0,0,34,9,0,0,0,0,0.0
173,ZCTA5 01072,860Z200US01072,01072,,,1133,38,1095,1021,8,1,8.0,6,51,20,0,0,0,0,0.0
174,ZCTA5 01073,860Z200US01073,01073,,,5007,124,4883,4675,16,0,46.0,16,130,55,0,0,3,0,0.0
175,ZCTA5 01074,860Z200US01074,01074,,,426,22,404,366,7,0,8.0,0,23,0,2,0,0,0,1.0
176,ZCTA5 01075,860Z200US01075,01075,,,15419,892,14527,12685,369,11,881.0,76,505,119,7,0,0,0,3.0
177,ZCTA5 01077,860Z200US01077,01077,,,7616,225,7391,7009,33,9,86.0,10,244,82,0,0,0,0,0.0
178,ZCTA5 01079,860Z200US01079,01079,,,563,40,523,496,5,3,4.0,0,15,7,0,0,0,0,0.0
179,ZCTA5 01080,860Z200US01080,01080,,,1893,127,1766,1652,46,1,12.0,2,53,11,0,0,0,0,0.0
180,ZCTA5 01081,860Z200US01081,01081,,,1337,30,1307,1228,3,7,1.0,18,50,10,0,0,0,0,0.0
181,ZCTA5 01082,860Z200US01082,01082,,,8439,466,7973,7419,107,27,78.0,32,310,113,2,1,0,0,0.0
182,ZCTA5 01083,860Z200US01083,01083,,,2031,69,1962,1859,16,1,15.0,15,56,10,1,0,2,0,0.0
183,ZCTA5 01084,860Z200US01084,01084,,,154,5,149,145,0,1,0.0,0,3,1,0,0,0,0,0.0
184,ZCTA5 01085,860Z200US01085,01085,,,33794,2706,31088,28595,573,59,724.0,108,1029,339,5,0,1,0,2.0
185,ZCTA5 01088,860Z200US01088,01088,,,521,17,504,464,2,0,7.0,3,28,11,0,0,0,0,0.0
186,ZCTA5 01089,860Z200US01089,01089,,,22989,2784,20205,17209,823,29,1376.0,76,692,155,8,0,2,0,6.0
187,ZCTA5 01092,860Z200US01092,01092,,,1039,31,1008,968,1,2,2.0,0,35,8,1,0,0,0,0.0
188,ZCTA5 01093,860Z200US01093,01093,,,262,5,257,250,2,0,2.0,0,3,0,0,0,0,0,0.0
189,ZCTA5 01094,860Z200US01094,01094,,,55,0,55,52,1,0,0.0,0,2,1,0,0,0,0,0.0
190,ZCTA5 01095,860Z200US01095,01095,,,11608,491,11117,10224,286,8,276.0,38,285,95,4,2,0,0,1.0
191,ZCTA5 01096,860Z200US01096,01096,,,2107,37,2070,1974,5,3,8.0,8,72,29,0,0,0,0,0.0
192,ZCTA5 01097,860Z200US01097,01097,,,106,8,98,94,0,0,0.0,0,4,1,0,0,0,0,0.0
193,ZCTA5 01098,860Z200US01098,01098,,,994,17,977,929,0,0,6.0,3,39,14,0,0,0,0,0.0
194,ZCTA5 01103,860Z200US01103,01103,,,2176,1085,1091,571,393,7,47.0,18,55,7,3,0,1,0,1.0
195,ZCTA5 01104,860Z200US01104,01104,,,17954,10076,7878,5156,2000,27,213.0,74,408,67,9,0,1,0,4.0
196,ZCTA5 01105,860Z200US01105,01105,,,8771,5358,3413,1394,1659,21,88.0,56,195,30,12,0,2,0,1.0
197,ZCTA5 01106,860Z200US01106,01106,,,12382,421,11961,10582,175,3,897.0,54,250,67,3,0,0,0,1.0
198,ZCTA5 01107,860Z200US01107,01107,,,7773,6002,1771,1039,537,8,77.0,24,86,11,6,0,0,1,0.0
199,ZCTA5 01108,860Z200US01108,01108,,,20293,8516,11777,6205,3330,40,1531.0,113,558,68,25,0,7,0,6.0
200,ZCTA5 01109,860Z200US01109,01109,,,23402,8800,14602,5478,7774,60,377.0,149,764,81,56,0,2,0,9.0
201,ZCTA5 01118,860Z200US01118,01118,,,11265,2324,8941,6492,1456,16,611.0,50,316,54,15,0,3,0,2.0
202,ZCTA5 01119,860Z200US01119,01119,,,11507,3028,8479,5527,2296,15,243.0,46,352,57,25,0,0,0,1.0
203,ZCTA5 01128,860Z200US01128,01128,,,2218,334,1884,1486,232,6,69.0,5,86,16,4,0,0,0,0.0
204,ZCTA5 01129,860Z200US01129,01129,,,5690,1142,4548,3219,927,10,187.0,28,177,28,14,0,0,0,0.0
205,ZCTA5 01144,860Z200US01144,01144,,,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0
206,ZCTA5 01151,860Z200US01151,01151,,,6604,2579,4025,2576,1097,11,108.0,38,195,27,7,0,2,0,0.0
207,ZCTA5 01201,860Z200US01201,01201,,,36778,2277,34501,30210,2080,64,545.0,203,1399,395,16,5,2,0,1.0
208,ZCTA5 01220,860Z200US01220,01220,,,6640,146,6494,6109,77,7,33.0,12,256,79,0,0,2,0,0.0
209,ZCTA5 01222,860Z200US01222,01222,,,691,37,654,610,5,3,4.0,2,30,12,0,0,0,0,0.0
210,ZCTA5 01223,860Z200US01223,01223,,,2044,50,1994,1918,5,1,9.0,5,56,19,0,0,2,0,0.0
211,ZCTA5 01224,860Z200US01224,01224,,,175,4,171,154,8,0,1.0,2,6,4,0,0,0,0,0.0
212,ZCTA5 01225,860Z200US01225,01225,,,2685,58,2627,2507,8,2,30.0,0,80,33,0,0,0,0,0.0
213,ZCTA5 01226,860Z200US01226,01226,,,5101,94,5007,4767,45,2,51.0,11,131,47,1,0,0,0,0.0
214,ZCTA5 01229,860Z200US01229,01229,,,182,15,167,164,1,0,0.0,1,1,0,0,0,0,0,0.0
215,ZCTA5 01230,860Z200US01230,01230,,,7425,474,6951,6423,122,11,155.0,34,206,72,6,0,1,0,1.0
216,ZCTA5 01235,860Z200US01235,01235,,,2308,23,2285,2202,6,2,10.0,7,58,21,1,0,0,0,0.0
217,ZCTA5 01236,860Z200US01236,01236,,,1200,48,1152,1097,14,0,12.0,4,25,9,1,0,0,0,0.0
218,ZCTA5 01237,860Z200US01237,01237,,,1932,46,1886,1772,18,5,17.0,4,70,31,0,1,0,0,0.0
219,ZCTA5 01238,860Z200US01238,01238,,,4855,215,4640,4354,41,6,104.0,20,115,45,1,0,0,0,0.0
220,ZCTA5 01240,860Z200US01240,01240,,,4022,145,3877,3685,40,4,78.0,4,66,30,3,0,0,0,0.0
221,ZCTA5 01242,860Z200US01242,01242,,,375,16,359,348,1,0,0.0,1,9,6,1,0,0,0,0.0
222,ZCTA5 01243,860Z200US01243,01243,,,151,2,149,145,0,0,0.0,0,4,4,0,0,0,0,0.0
223,ZCTA5 01244,860Z200US01244,01244,,,250,2,248,236,0,2,0.0,0,10,5,0,0,0,0,0.0
224,ZCTA5 01245,860Z200US01245,01245,,,826,24,802,753,14,2,9.0,1,23,8,0,0,0,0,0.0
